id_factura,id_cliente,numero_factura,fecha_emision,fecha_vencimiento,valor_total,estado_factura
44719,11011,FAC-202510-0044719,2025-10-16,2025-11-03,92152,pagada
44720,11011,FAC-202511-0044720,2025-11-08,2025-11-22,92243,pagada
44722,11011,FAC-202510-0044722,2025-10-06,2025-10-16,51530,vencida
44723,11011,FAC-202604-0044723,2026-04-04,2026-04-16,40891,pagada
44724,11012,FAC-202510-0044724,2025-10-04,2025-10-23,33095,pagada
44726,11013,FAC-202510-0044726,2025-10-09,2025-10-24,339625,pagada
44727,11013,FAC-202512-0044727,2025-12-06,2025-12-16,323963,pagada
44728,11013,FAC-202601-0044728,2026-01-16,2026-02-03,338270,pagada
44729,11013,FAC-202602-0044729,2026-02-21,2026-03-08,337949,pagada
44730,11014,FAC-202510-0044730,2025-10-14,2025-10-31,27863,pagada
44731,11014,FAC-202602-0044731,2026-02-17,2026-03-07,24309,pagada
44732,11014,FAC-202604-0044732,2026-04-16,2026-05-02,34307,pagada
44733,11015,FAC-202510-0044733,2025-10-22,2025-11-08,208105,pagada
44734,11015,FAC-202511-0044734,2025-11-19,2025-12-02,196040,en_mora
44735,11015,FAC-202602-0044735,2026-02-09,2026-02-21,205172,pagada
44736,11016,FAC-202510-0044736,2025-10-04,2025-10-18,262504,pendiente
44737,11016,FAC-202512-0044737,2025-12-24,2026-01-08,271017,pagada
44738,11016,FAC-202601-0044738,2026-01-10,2026-01-24,267805,en_mora
44739,11016,FAC-202603-0044739,2026-03-19,2026-04-02,274626,en_mora
44740,11016,FAC-202510-0044740,2025-10-24,2025-11-10,30297,pagada
44741,11016,FAC-202604-0044741,2026-04-18,2026-05-06,32366,pagada
44742,11017,FAC-202510-0044742,2025-10-21,2025-11-09,45837,pagada
44743,11017,FAC-202512-0044743,2025-12-20,2026-01-02,32457,pagada
44744,11017,FAC-202602-0044744,2026-02-07,2026-02-19,41562,pendiente
44745,11017,FAC-202604-0044745,2026-04-20,2026-05-06,36120,pagada
44746,11018,FAC-202601-0044746,2026-01-13,2026-02-01,47002,pendiente
44747,11018,FAC-202510-0044747,2025-10-21,2025-11-08,104510,vencida
44748,11018,FAC-202602-0044748,2026-02-13,2026-02-26,106295,pagada
44749,11018,FAC-202604-0044749,2026-04-10,2026-04-23,101753,pagada
44750,11019,FAC-202510-0044750,2025-10-15,2025-10-30,32553,vencida
44751,11019,FAC-202602-0044751,2026-02-01,2026-02-19,39329,en_mora
44752,11020,FAC-202510-0044752,2025-10-16,2025-10-30,37488,en_mora
44753,11020,FAC-202512-0044753,2025-12-10,2025-12-28,55151,pagada
44754,11021,FAC-202510-0044754,2025-10-02,2025-10-16,40985,pagada
44755,11021,FAC-202604-0044755,2026-04-23,2026-05-03,34526,pagada
44756,11022,FAC-202510-0044756,2025-10-15,2025-11-01,144895,pagada
44757,11022,FAC-202603-0044757,2026-03-12,2026-03-26,158415,pagada
44758,11023,FAC-202604-0044758,2026-04-19,2026-05-08,250063,pagada
44759,11024,FAC-202510-0044759,2025-10-05,2025-10-21,174899,pagada
44760,11024,FAC-202511-0044760,2025-11-17,2025-12-06,179957,en_mora
44761,11024,FAC-202603-0044761,2026-03-20,2026-04-08,180807,en_mora
44762,11025,FAC-202601-0044762,2026-01-09,2026-01-27,148528,en_mora
44763,11025,FAC-202603-0044763,2026-03-09,2026-03-28,143162,pagada
44764,11025,FAC-202510-0044764,2025-10-24,2025-11-06,324230,pendiente
44765,11025,FAC-202511-0044765,2025-11-23,2025-12-11,313913,vencida
44766,11025,FAC-202601-0044766,2026-01-15,2026-02-02,326149,pagada
44767,11025,FAC-202602-0044767,2026-02-04,2026-02-17,329299,pagada
44768,11025,FAC-202603-0044768,2026-03-21,2026-04-05,329335,vencida
44769,11026,FAC-202510-0044769,2025-10-20,2025-10-30,65226,pagada
44770,11026,FAC-202512-0044770,2025-12-02,2025-12-12,64597,pagada
44772,11026,FAC-202604-0044772,2026-04-11,2026-04-27,60584,pendiente
44773,11028,FAC-202510-0044773,2025-10-05,2025-10-20,279656,vencida
44774,11028,FAC-202511-0044774,2025-11-21,2025-12-01,295110,pagada
44775,11029,FAC-202511-0044775,2025-11-09,2025-11-19,159787,vencida
44776,11029,FAC-202604-0044776,2026-04-09,2026-04-20,174924,pagada
44777,11029,FAC-202510-0044777,2025-10-03,2025-10-14,20046,pagada
44778,11029,FAC-202512-0044778,2025-12-22,2026-01-05,24174,pendiente
44779,11029,FAC-202604-0044779,2026-04-14,2026-04-26,30084,pagada
44781,11030,FAC-202512-0044781,2025-12-17,2026-01-02,70555,pendiente
44782,11030,FAC-202602-0044782,2026-02-13,2026-03-03,73544,en_mora
44783,11030,FAC-202510-0044783,2025-10-01,2025-10-11,35713,pagada
44784,11030,FAC-202512-0044784,2025-12-09,2025-12-23,46975,pendiente
44785,11030,FAC-202602-0044785,2026-02-11,2026-02-23,32304,pendiente
44786,11031,FAC-202510-0044786,2025-10-12,2025-10-24,278204,pendiente
44787,11031,FAC-202512-0044787,2025-12-06,2025-12-16,284762,pendiente
44788,11031,FAC-202601-0044788,2026-01-12,2026-01-23,282226,pendiente
44789,11031,FAC-202603-0044789,2026-03-04,2026-03-15,284781,pagada
44790,11031,FAC-202510-0044790,2025-10-20,2025-11-05,23066,en_mora
44791,11031,FAC-202602-0044791,2026-02-15,2026-03-05,32379,pagada
44792,11031,FAC-202510-0044792,2025-10-03,2025-10-17,37410,pagada
44793,11031,FAC-202511-0044793,2025-11-17,2025-12-06,24740,pagada
44794,11031,FAC-202512-0044794,2025-12-06,2025-12-24,24138,vencida
44795,11031,FAC-202604-0044795,2026-04-18,2026-04-28,28712,pagada
44796,11032,FAC-202510-0044796,2025-10-13,2025-10-24,41665,pagada
44797,11032,FAC-202604-0044797,2026-04-05,2026-04-24,37948,pagada
44799,11033,FAC-202603-0044799,2026-03-06,2026-03-17,18041,en_mora
44800,11034,FAC-202510-0044800,2025-10-15,2025-10-25,92259,pagada
44801,11034,FAC-202603-0044801,2026-03-15,2026-04-02,92686,pagada
44802,11034,FAC-202510-0044802,2025-10-24,2025-11-05,22884,pendiente
44803,11035,FAC-202510-0044803,2025-10-21,2025-11-01,52893,pendiente
44804,11036,FAC-202510-0044804,2025-10-03,2025-10-19,37573,pagada
44805,11036,FAC-202511-0044805,2025-11-05,2025-11-15,40864,pagada
44806,11037,FAC-202510-0044806,2025-10-03,2025-10-17,120324,pagada
44807,11037,FAC-202511-0044807,2025-11-16,2025-11-30,105633,pagada
44809,11038,FAC-202602-0044809,2026-02-05,2026-02-23,39290,vencida
44810,11038,FAC-202510-0044810,2025-10-10,2025-10-20,71309,pendiente
44811,11038,FAC-202512-0044811,2025-12-22,2026-01-09,71719,pagada
44812,11038,FAC-202602-0044812,2026-02-09,2026-02-22,83579,vencida
44813,11038,FAC-202603-0044813,2026-03-05,2026-03-21,82045,en_mora
44814,11038,FAC-202604-0044814,2026-04-09,2026-04-19,80171,pagada
44815,11038,FAC-202510-0044815,2025-10-12,2025-10-30,89565,pendiente
44816,11038,FAC-202601-0044816,2026-01-04,2026-01-16,79004,pagada
44817,11038,FAC-202604-0044817,2026-04-11,2026-04-24,77369,pagada
44818,11039,FAC-202510-0044818,2025-10-22,2025-11-03,29202,pagada
44819,11039,FAC-202512-0044819,2025-12-10,2025-12-27,17957,en_mora
44821,11039,FAC-202604-0044821,2026-04-03,2026-04-16,13874,en_mora
44822,11040,FAC-202510-0044822,2025-10-07,2025-10-17,74566,vencida
44823,11040,FAC-202601-0044823,2026-01-07,2026-01-20,83501,pagada
44824,11040,FAC-202602-0044824,2026-02-09,2026-02-24,73006,pagada
44825,11040,FAC-202603-0044825,2026-03-14,2026-04-01,74353,pagada
44826,11041,FAC-202510-0044826,2025-10-02,2025-10-13,34662,vencida
44828,11041,FAC-202601-0044828,2026-01-13,2026-02-01,26159,pagada
44829,11042,FAC-202510-0044829,2025-10-21,2025-10-31,293082,pendiente
44830,11042,FAC-202601-0044830,2026-01-01,2026-01-11,278574,pagada
44831,11042,FAC-202510-0044831,2025-10-02,2025-10-14,68095,vencida
44832,11042,FAC-202601-0044832,2026-01-21,2026-02-03,74010,en_mora
44833,11042,FAC-202603-0044833,2026-03-12,2026-03-27,58526,pagada
44834,11042,FAC-202510-0044834,2025-10-08,2025-10-23,58780,pendiente
44835,11042,FAC-202511-0044835,2025-11-24,2025-12-04,44990,pagada
44836,11042,FAC-202512-0044836,2025-12-21,2026-01-08,54245,pagada
44837,11042,FAC-202510-0044837,2025-10-20,2025-11-05,35978,pagada
44838,11042,FAC-202512-0044838,2025-12-12,2025-12-29,39711,pagada
44839,11042,FAC-202602-0044839,2026-02-02,2026-02-13,33003,pagada
44840,11043,FAC-202601-0044840,2026-01-13,2026-01-23,18182,pagada
44841,11043,FAC-202510-0044841,2025-10-04,2025-10-18,135462,pagada
44842,11043,FAC-202512-0044842,2025-12-17,2026-01-03,133291,pagada
44843,11043,FAC-202511-0044843,2025-11-14,2025-11-26,59838,vencida
44844,11043,FAC-202602-0044844,2026-02-07,2026-02-18,55830,pagada
44845,11043,FAC-202603-0044845,2026-03-07,2026-03-19,58255,pagada
44846,11044,FAC-202510-0044846,2025-10-03,2025-10-14,21626,pagada
44847,11044,FAC-202511-0044847,2025-11-23,2025-12-05,19896,vencida
44848,11044,FAC-202604-0044848,2026-04-05,2026-04-23,26190,pagada
44849,11045,FAC-202510-0044849,2025-10-14,2025-10-26,30403,pagada
44850,11045,FAC-202512-0044850,2025-12-10,2025-12-25,41709,pagada
44851,11045,FAC-202602-0044851,2026-02-01,2026-02-11,38844,pagada
44852,11045,FAC-202604-0044852,2026-04-05,2026-04-16,40008,pagada
44853,11045,FAC-202510-0044853,2025-10-15,2025-10-27,37519,pendiente
44854,11045,FAC-202512-0044854,2025-12-20,2026-01-06,24589,pagada
44855,11045,FAC-202602-0044855,2026-02-13,2026-02-28,37064,pagada
44856,11045,FAC-202604-0044856,2026-04-19,2026-05-05,24931,pagada
44857,11045,FAC-202512-0044857,2025-12-07,2025-12-25,290549,pendiente
44858,11047,FAC-202510-0044858,2025-10-04,2025-10-23,76481,pagada
44859,11047,FAC-202512-0044859,2025-12-17,2026-01-05,63841,pagada
44860,11047,FAC-202603-0044860,2026-03-18,2026-04-02,71191,pendiente
44861,11048,FAC-202510-0044861,2025-10-21,2025-11-04,203350,pagada
44862,11048,FAC-202512-0044862,2025-12-24,2026-01-04,205713,pagada
44863,11048,FAC-202601-0044863,2026-01-20,2026-02-07,211652,pagada
44864,11048,FAC-202602-0044864,2026-02-07,2026-02-23,201994,pagada
44865,11048,FAC-202603-0044865,2026-03-23,2026-04-10,212637,pagada
44866,11049,FAC-202511-0044866,2025-11-24,2025-12-13,36342,pagada
44868,11050,FAC-202511-0044868,2025-11-01,2025-11-20,54197,en_mora
44869,11050,FAC-202604-0044869,2026-04-10,2026-04-25,54413,vencida
44870,11051,FAC-202602-0044870,2026-02-18,2026-03-09,239352,pagada
44871,11051,FAC-202604-0044871,2026-04-18,2026-05-07,255169,pagada
44872,11052,FAC-202604-0044872,2026-04-04,2026-04-16,150078,en_mora
44873,11052,FAC-202510-0044873,2025-10-11,2025-10-23,36015,pagada
44874,11052,FAC-202603-0044874,2026-03-08,2026-03-23,32369,pendiente
44875,11052,FAC-202604-0044875,2026-04-06,2026-04-16,28978,pagada
44876,11053,FAC-202510-0044876,2025-10-07,2025-10-21,330767,pagada
44877,11053,FAC-202511-0044877,2025-11-13,2025-11-27,321160,pagada
44880,11053,FAC-202604-0044880,2026-04-01,2026-04-14,327299,vencida
44881,11054,FAC-202510-0044881,2025-10-14,2025-10-30,320077,en_mora
44882,11054,FAC-202512-0044882,2025-12-13,2025-12-24,337549,pagada
44883,11055,FAC-202510-0044883,2025-10-09,2025-10-19,92359,pagada
44884,11055,FAC-202512-0044884,2025-12-16,2026-01-02,87328,pagada
44887,11056,FAC-202510-0044887,2025-10-21,2025-11-04,70817,vencida
44889,11056,FAC-202602-0044889,2026-02-02,2026-02-19,77013,pagada
44890,11056,FAC-202603-0044890,2026-03-15,2026-03-31,89872,pagada
44891,11056,FAC-202510-0044891,2025-10-15,2025-10-31,65528,pagada
44892,11056,FAC-202601-0044892,2026-01-01,2026-01-12,47633,vencida
44893,11056,FAC-202602-0044893,2026-02-14,2026-02-27,52723,pagada
44894,11056,FAC-202603-0044894,2026-03-24,2026-04-08,55330,en_mora
44895,11056,FAC-202604-0044895,2026-04-07,2026-04-25,65593,pagada
44896,11057,FAC-202510-0044896,2025-10-20,2025-11-02,51793,pendiente
44897,11057,FAC-202511-0044897,2025-11-08,2025-11-22,32766,pagada
44898,11057,FAC-202512-0044898,2025-12-09,2025-12-23,48397,pagada
44899,11058,FAC-202510-0044899,2025-10-01,2025-10-12,27666,pagada
44900,11058,FAC-202602-0044900,2026-02-15,2026-03-03,37723,pagada
44901,11059,FAC-202510-0044901,2025-10-07,2025-10-25,99798,vencida
44902,11059,FAC-202601-0044902,2026-01-23,2026-02-07,97918,pagada
44903,11059,FAC-202510-0044903,2025-10-14,2025-11-01,46051,pagada
44905,11059,FAC-202510-0044905,2025-10-11,2025-10-22,124679,pagada
44906,11059,FAC-202602-0044906,2026-02-18,2026-03-04,124372,pagada
44907,11059,FAC-202604-0044907,2026-04-15,2026-05-03,139832,pagada
44908,11060,FAC-202511-0044908,2025-11-04,2025-11-20,107846,pagada
44909,11060,FAC-202602-0044909,2026-02-23,2026-03-07,104687,pagada
44910,11061,FAC-202510-0044910,2025-10-15,2025-10-26,314649,pendiente
44911,11061,FAC-202602-0044911,2026-02-10,2026-02-28,310691,pagada
44912,11061,FAC-202510-0044912,2025-10-07,2025-10-17,23673,pendiente
44913,11062,FAC-202510-0044913,2025-10-22,2025-11-03,32671,vencida
44914,11062,FAC-202510-0044914,2025-10-23,2025-11-08,25616,pagada
44916,11062,FAC-202604-0044916,2026-04-10,2026-04-26,35063,pagada
44917,11063,FAC-202510-0044917,2025-10-08,2025-10-21,60309,pendiente
44918,11063,FAC-202510-0044918,2025-10-07,2025-10-26,48501,en_mora
44920,11064,FAC-202510-0044920,2025-10-03,2025-10-15,241503,pagada
44921,11064,FAC-202603-0044921,2026-03-24,2026-04-05,224081,pagada
44922,11065,FAC-202603-0044922,2026-03-08,2026-03-21,66656,en_mora
44923,11065,FAC-202604-0044923,2026-04-23,2026-05-06,70129,vencida
44925,11066,FAC-202512-0044925,2025-12-09,2025-12-24,93506,pagada
44926,11067,FAC-202510-0044926,2025-10-22,2025-11-04,46865,pendiente
44927,11068,FAC-202510-0044927,2025-10-08,2025-10-21,69972,pagada
44928,11068,FAC-202512-0044928,2025-12-05,2025-12-23,82318,pagada
44929,11068,FAC-202603-0044929,2026-03-12,2026-03-31,71273,pendiente
44930,11069,FAC-202510-0044930,2025-10-21,2025-11-03,256472,pagada
44931,11069,FAC-202512-0044931,2025-12-16,2025-12-28,258341,pagada
44932,11070,FAC-202603-0044932,2026-03-17,2026-03-28,49413,pendiente
44933,11071,FAC-202604-0044933,2026-04-02,2026-04-20,85770,pendiente
44934,11072,FAC-202510-0044934,2025-10-05,2025-10-18,118361,pagada
44936,11072,FAC-202512-0044936,2025-12-23,2026-01-08,102599,pendiente
44937,11072,FAC-202601-0044937,2026-01-06,2026-01-22,108261,pagada
44939,11073,FAC-202603-0044939,2026-03-11,2026-03-24,50322,en_mora
44940,11074,FAC-202510-0044940,2025-10-13,2025-10-25,264552,pagada
44941,11074,FAC-202511-0044941,2025-11-21,2025-12-03,263734,pagada
44942,11074,FAC-202601-0044942,2026-01-21,2026-02-02,271781,pagada
44943,11075,FAC-202510-0044943,2025-10-08,2025-10-19,68524,pendiente
44944,11075,FAC-202511-0044944,2025-11-09,2025-11-23,60304,pagada
44945,11075,FAC-202602-0044945,2026-02-12,2026-03-02,66480,pagada
44946,11075,FAC-202510-0044946,2025-10-08,2025-10-23,39747,vencida
44947,11075,FAC-202511-0044947,2025-11-12,2025-11-27,32168,pagada
44948,11075,FAC-202602-0044948,2026-02-03,2026-02-21,25440,pagada
44949,11075,FAC-202604-0044949,2026-04-24,2026-05-05,27783,pagada
44950,11076,FAC-202510-0044950,2025-10-11,2025-10-25,63908,pagada
44951,11076,FAC-202602-0044951,2026-02-16,2026-03-07,74737,pagada
44953,11076,FAC-202511-0044953,2025-11-12,2025-11-27,36685,pagada
44954,11076,FAC-202512-0044954,2025-12-05,2025-12-17,30895,pagada
44955,11076,FAC-202602-0044955,2026-02-20,2026-03-03,33911,en_mora
44956,11076,FAC-202604-0044956,2026-04-04,2026-04-20,49665,pagada
44957,11077,FAC-202510-0044957,2025-10-01,2025-10-19,254471,pagada
44958,11077,FAC-202511-0044958,2025-11-05,2025-11-23,246876,pagada
44959,11077,FAC-202603-0044959,2026-03-03,2026-03-22,236241,vencida
44961,11078,FAC-202511-0044961,2025-11-18,2025-11-29,29406,pendiente
44962,11078,FAC-202512-0044962,2025-12-02,2025-12-13,35216,vencida
44963,11078,FAC-202601-0044963,2026-01-15,2026-02-01,32451,pagada
44964,11078,FAC-202602-0044964,2026-02-15,2026-03-06,21321,pagada
44966,11079,FAC-202511-0044966,2025-11-05,2025-11-22,355492,pagada
44967,11079,FAC-202602-0044967,2026-02-19,2026-03-05,357086,pagada
44968,11079,FAC-202603-0044968,2026-03-10,2026-03-22,353315,pagada
44970,11080,FAC-202604-0044970,2026-04-22,2026-05-11,119394,pagada
44971,11081,FAC-202511-0044971,2025-11-18,2025-11-28,285455,pagada
44973,11081,FAC-202603-0044973,2026-03-14,2026-04-02,90884,pagada
44974,11081,FAC-202510-0044974,2025-10-06,2025-10-17,68009,vencida
44975,11081,FAC-202601-0044975,2026-01-15,2026-01-26,67138,pendiente
44976,11081,FAC-202603-0044976,2026-03-20,2026-04-04,49050,pagada
44977,11081,FAC-202604-0044977,2026-04-08,2026-04-25,67240,pagada
44978,11082,FAC-202510-0044978,2025-10-14,2025-10-31,25634,pagada
44979,11082,FAC-202511-0044979,2025-11-12,2025-11-30,41299,pagada
44980,11082,FAC-202602-0044980,2026-02-07,2026-02-17,36537,vencida
44981,11082,FAC-202604-0044981,2026-04-08,2026-04-26,40463,pagada
44982,11083,FAC-202510-0044982,2025-10-18,2025-10-31,74419,pagada
44983,11083,FAC-202603-0044983,2026-03-05,2026-03-17,70116,pagada
44984,11084,FAC-202510-0044984,2025-10-10,2025-10-20,338741,pagada
44985,11084,FAC-202511-0044985,2025-11-02,2025-11-19,356135,pagada
44986,11084,FAC-202512-0044986,2025-12-19,2026-01-04,355879,pagada
44987,11084,FAC-202601-0044987,2026-01-21,2026-02-05,38812,en_mora
44988,11084,FAC-202602-0044988,2026-02-08,2026-02-18,48105,pagada
44989,11084,FAC-202603-0044989,2026-03-17,2026-04-03,39188,vencida
44990,11084,FAC-202604-0044990,2026-04-12,2026-04-24,42203,pagada
44991,11084,FAC-202510-0044991,2025-10-21,2025-11-05,177295,pagada
44992,11084,FAC-202604-0044992,2026-04-15,2026-04-30,184684,pagada
44993,11085,FAC-202510-0044993,2025-10-24,2025-11-08,31852,pagada
44994,11085,FAC-202512-0044994,2025-12-03,2025-12-20,33700,pagada
44995,11085,FAC-202602-0044995,2026-02-22,2026-03-13,28588,pagada
44998,11087,FAC-202601-0044998,2026-01-12,2026-01-24,275070,vencida
44999,11088,FAC-202510-0044999,2025-10-23,2025-11-11,264343,pagada
45001,11088,FAC-202603-0045001,2026-03-16,2026-03-26,258735,en_mora
45002,11088,FAC-202604-0045002,2026-04-16,2026-05-01,253078,pagada
45003,11088,FAC-202510-0045003,2025-10-08,2025-10-20,116690,pagada
45004,11088,FAC-202511-0045004,2025-11-17,2025-11-28,111554,pagada
45005,11088,FAC-202602-0045005,2026-02-23,2026-03-06,109506,vencida
45006,11088,FAC-202603-0045006,2026-03-07,2026-03-19,104933,vencida
45007,11088,FAC-202510-0045007,2025-10-06,2025-10-21,89454,pendiente
45009,11088,FAC-202602-0045009,2026-02-13,2026-02-25,71741,vencida
45010,11089,FAC-202510-0045010,2025-10-19,2025-10-29,184821,pagada
45011,11090,FAC-202510-0045011,2025-10-01,2025-10-19,91212,pagada
45012,11090,FAC-202602-0045012,2026-02-15,2026-03-01,90626,pagada
45013,11090,FAC-202603-0045013,2026-03-20,2026-04-02,80067,pagada
45014,11090,FAC-202604-0045014,2026-04-05,2026-04-18,89121,pagada
45015,11092,FAC-202510-0045015,2025-10-23,2025-11-11,33259,pagada
45016,11092,FAC-202511-0045016,2025-11-08,2025-11-22,35334,pagada
45018,11092,FAC-202604-0045018,2026-04-16,2026-04-30,32848,en_mora
45019,11093,FAC-202510-0045019,2025-10-12,2025-10-28,32383,pendiente
45020,11093,FAC-202602-0045020,2026-02-07,2026-02-22,44259,pagada
45022,11094,FAC-202510-0045022,2025-10-20,2025-11-07,63886,pagada
45023,11094,FAC-202512-0045023,2025-12-19,2026-01-01,50923,pagada
45024,11094,FAC-202601-0045024,2026-01-04,2026-01-17,60177,pendiente
45025,11094,FAC-202602-0045025,2026-02-11,2026-02-21,58073,pagada
45026,11094,FAC-202603-0045026,2026-03-01,2026-03-20,45099,pagada
45027,11094,FAC-202510-0045027,2025-10-18,2025-11-04,123418,pendiente
45028,11094,FAC-202602-0045028,2026-02-21,2026-03-11,121720,pagada
45029,11094,FAC-202603-0045029,2026-03-09,2026-03-26,118395,pagada
45030,11094,FAC-202604-0045030,2026-04-19,2026-04-30,127654,pagada
45031,11095,FAC-202510-0045031,2025-10-03,2025-10-20,31724,pagada
45033,11095,FAC-202602-0045033,2026-02-20,2026-03-05,24235,pagada
45036,11096,FAC-202604-0045036,2026-04-15,2026-05-02,99941,pagada
45037,11097,FAC-202511-0045037,2025-11-24,2025-12-06,82855,pagada
45038,11097,FAC-202604-0045038,2026-04-24,2026-05-09,92766,pagada
45040,11098,FAC-202512-0045040,2025-12-23,2026-01-06,27803,vencida
45041,11098,FAC-202602-0045041,2026-02-03,2026-02-13,34437,pendiente
45042,11099,FAC-202510-0045042,2025-10-13,2025-10-28,73993,pagada
45043,11099,FAC-202511-0045043,2025-11-15,2025-12-01,59795,pagada
45044,11099,FAC-202603-0045044,2026-03-01,2026-03-18,69263,pagada
45045,11100,FAC-202510-0045045,2025-10-21,2025-11-09,33502,pagada
45046,11100,FAC-202510-0045046,2025-10-03,2025-10-22,51811,pagada
45048,11100,FAC-202512-0045048,2025-12-06,2025-12-17,51379,pagada
45049,11100,FAC-202603-0045049,2026-03-03,2026-03-13,59766,pagada
45050,11100,FAC-202604-0045050,2026-04-05,2026-04-19,51720,pagada
45051,11101,FAC-202511-0045051,2025-11-08,2025-11-26,79182,pendiente
45052,11101,FAC-202603-0045052,2026-03-06,2026-03-22,77594,vencida
45053,11101,FAC-202510-0045053,2025-10-13,2025-10-28,56689,pendiente
45054,11101,FAC-202604-0045054,2026-04-22,2026-05-06,58737,pagada
45055,11102,FAC-202510-0045055,2025-10-05,2025-10-22,78538,pagada
45056,11102,FAC-202601-0045056,2026-01-06,2026-01-23,75033,pagada
45057,11102,FAC-202602-0045057,2026-02-20,2026-03-07,81949,pagada
45058,11103,FAC-202510-0045058,2025-10-08,2025-10-19,53664,vencida
45059,11103,FAC-202511-0045059,2025-11-22,2025-12-06,69570,vencida
45060,11103,FAC-202601-0045060,2026-01-20,2026-02-03,64897,pagada
45061,11103,FAC-202510-0045061,2025-10-07,2025-10-22,47486,en_mora
45062,11103,FAC-202604-0045062,2026-04-07,2026-04-26,48106,pagada
45063,11104,FAC-202510-0045063,2025-10-24,2025-11-10,73550,pagada
45064,11104,FAC-202511-0045064,2025-11-21,2025-12-04,70446,pagada
45065,11104,FAC-202602-0045065,2026-02-23,2026-03-13,77301,pendiente
45067,11105,FAC-202510-0045067,2025-10-12,2025-10-24,64226,pagada
45068,11105,FAC-202511-0045068,2025-11-15,2025-11-28,47796,pendiente
45071,11106,FAC-202604-0045071,2026-04-07,2026-04-19,145591,pagada
45072,11107,FAC-202510-0045072,2025-10-05,2025-10-24,88272,pagada
45073,11108,FAC-202510-0045073,2025-10-21,2025-11-08,32742,pendiente
45074,11108,FAC-202512-0045074,2025-12-10,2025-12-24,37360,pendiente
45076,11108,FAC-202603-0045076,2026-03-12,2026-03-27,41263,pagada
45077,11109,FAC-202510-0045077,2025-10-17,2025-10-29,100663,pagada
45078,11109,FAC-202511-0045078,2025-11-03,2025-11-19,94362,vencida
45079,11109,FAC-202512-0045079,2025-12-22,2026-01-02,87982,pendiente
45080,11109,FAC-202510-0045080,2025-10-07,2025-10-21,41735,pagada
45081,11109,FAC-202604-0045081,2026-04-04,2026-04-22,32509,pagada
45082,11110,FAC-202510-0045082,2025-10-09,2025-10-27,33442,pagada
45083,11110,FAC-202512-0045083,2025-12-02,2025-12-14,37897,pagada
45084,11110,FAC-202510-0045084,2025-10-14,2025-10-24,342504,pagada
45086,11110,FAC-202510-0045086,2025-10-01,2025-10-13,24517,pagada
45087,11110,FAC-202604-0045087,2026-04-03,2026-04-18,30117,pagada
45088,11111,FAC-202510-0045088,2025-10-07,2025-10-23,84883,pagada
45089,11111,FAC-202603-0045089,2026-03-07,2026-03-19,73133,pagada
45090,11111,FAC-202604-0045090,2026-04-23,2026-05-04,72331,pagada
45091,11111,FAC-202510-0045091,2025-10-24,2025-11-05,221692,pagada
45092,11111,FAC-202512-0045092,2025-12-06,2025-12-19,228312,pagada
45093,11111,FAC-202601-0045093,2026-01-09,2026-01-23,233872,pendiente
45095,11111,FAC-202603-0045095,2026-03-02,2026-03-15,227687,pagada
45096,11112,FAC-202510-0045096,2025-10-18,2025-11-05,32658,pagada
45098,11112,FAC-202601-0045098,2026-01-20,2026-02-02,318258,pagada
45100,11112,FAC-202604-0045100,2026-04-23,2026-05-10,309932,pagada
45101,11112,FAC-202510-0045101,2025-10-04,2025-10-17,22957,pagada
45102,11112,FAC-202602-0045102,2026-02-01,2026-02-17,23579,pagada
45103,11112,FAC-202602-0045103,2026-02-17,2026-03-06,88341,pagada
45104,11112,FAC-202603-0045104,2026-03-07,2026-03-17,91436,pagada
45105,11112,FAC-202604-0045105,2026-04-06,2026-04-20,101112,pagada
45106,11113,FAC-202602-0045106,2026-02-15,2026-03-02,325922,en_mora
45107,11113,FAC-202510-0045107,2025-10-03,2025-10-15,26153,pagada
45108,11114,FAC-202510-0045108,2025-10-07,2025-10-26,53857,pagada
45109,11114,FAC-202512-0045109,2025-12-07,2025-12-25,52755,pendiente
45110,11114,FAC-202602-0045110,2026-02-02,2026-02-19,37395,en_mora
45111,11114,FAC-202603-0045111,2026-03-12,2026-03-25,40466,pagada
45112,11115,FAC-202601-0045112,2026-01-12,2026-01-29,54071,vencida
45113,11115,FAC-202602-0045113,2026-02-13,2026-03-02,66539,pagada
45114,11115,FAC-202604-0045114,2026-04-11,2026-04-29,50974,pendiente
45115,11115,FAC-202510-0045115,2025-10-21,2025-11-07,27101,en_mora
45117,11116,FAC-202510-0045117,2025-10-09,2025-10-21,67090,pagada
45118,11116,FAC-202511-0045118,2025-11-01,2025-11-11,68274,pendiente
45119,11116,FAC-202602-0045119,2026-02-04,2026-02-19,56277,pagada
45120,11117,FAC-202601-0045120,2026-01-05,2026-01-15,41725,vencida
45121,11117,FAC-202510-0045121,2025-10-14,2025-10-27,26749,pendiente
45122,11117,FAC-202602-0045122,2026-02-08,2026-02-18,25074,pendiente
45123,11117,FAC-202511-0045123,2025-11-01,2025-11-20,35789,pagada
45124,11117,FAC-202601-0045124,2026-01-15,2026-01-29,46189,pagada
45125,11118,FAC-202511-0045125,2025-11-16,2025-11-28,42605,pagada
45126,11119,FAC-202510-0045126,2025-10-24,2025-11-05,48861,pagada
45127,11119,FAC-202511-0045127,2025-11-24,2025-12-13,40495,pagada
45128,11120,FAC-202510-0045128,2025-10-17,2025-11-01,272857,pagada
