"id_llamada","id_cliente","id_agente","id_departamento","id_caso","id_tipo_servicio","id_motivo","id_resultado","tipo_llamada","fecha_hora_inicio","fecha_hora_fin","duracion_segundos","tiempo_espera_segundos","canal","requiere_seguimiento"
"109649","12799","102","4","","4","11","1","saliente","2026-02-11 07:03:25","2026-02-11 07:06:02","157","12","telefono","0"
"86758","5464","144","5","","5","14","6","entrante","2026-02-11 07:04:27","2026-02-11 07:09:08","281","67","telefono","1"
"422","1137","115","2","206","2","4","1","entrante","2026-02-11 07:08:20","2026-02-11 07:14:51","391","54","voip","0"
"121335","9932","53","1","","1","2","3","entrante","2026-02-11 07:10:46","2026-02-11 07:15:33","287","68","telefono","1"
"72289","20800","67","3","","3","8","1","entrante","2026-02-11 07:13:41","2026-02-11 07:15:51","130","82","telefono","0"
"109154","20041","35","4","","4","11","1","saliente","2026-02-11 07:15:12","2026-02-11 07:18:05","173","56","telefono","0"
"57761","3306","130","1","","1","3","1","saliente","2026-02-11 07:16:27","2026-02-11 07:20:23","236","67","voip","0"
"112371","20030","132","1","","1","2","1","saliente","2026-02-11 07:23:01","2026-02-11 07:28:03","302","89","campana","0"
"120249","26540","43","4","","4","11","1","entrante","2026-02-11 07:29:45","2026-02-11 07:32:32","167","81","telefono","0"
"18690","1246","116","2","9487","2","5","2","entrante","2026-02-11 07:32:51","2026-02-11 07:41:25","514","133","voip","1"
"78347","23695","172","1","","1","3","3","entrante","2026-02-11 07:33:12","2026-02-11 07:36:40","208","61","telefono","1"
"63354","10492","57","5","","5","13","1","entrante","2026-02-11 07:36:54","2026-02-11 07:39:13","139","58","telefono","0"
"92989","17585","76","2","","2","4","3","saliente","2026-02-11 07:36:55","2026-02-11 07:44:44","469","66","voip","1"
"67196","941","19","2","","2","6","1","entrante","2026-02-11 07:39:10","2026-02-11 07:43:41","271","145","telefono","0"
"108784","14417","85","1","","1","2","1","entrante","2026-02-11 07:39:30","2026-02-11 07:42:18","168","40","telefono","0"
"48459","7431","176","2","24644","2","4","2","entrante","2026-02-11 07:40:54","2026-02-11 07:51:06","612","57","telefono","1"
"17522","6564","21","1","8871","1","1","3","entrante","2026-02-11 07:43:16","2026-02-11 07:51:29","493","54","telefono","1"
"64150","10351","85","1","","1","1","1","saliente","2026-02-11 07:46:24","2026-02-11 07:48:48","144","22","telefono","0"
"98027","16698","128","1","","1","2","1","entrante","2026-02-11 07:49:57","2026-02-11 07:52:21","144","53","telefono","0"
"80969","20543","161","3","","3","8","1","entrante","2026-02-11 08:01:08","2026-02-11 08:03:59","171","115","telefono","0"
"119808","1092","155","5","","5","14","1","entrante","2026-02-11 08:01:34","2026-02-11 08:05:29","235","76","voip","0"
"58612","14268","55","2","","2","5","1","entrante","2026-02-11 08:02:40","2026-02-11 08:14:39","719","110","voip","0"
"63341","27215","8","5","","5","15","3","entrante","2026-02-11 08:06:09","2026-02-11 08:09:29","200","108","telefono","1"
"123528","6721","145","1","","1","2","1","saliente","2026-02-11 08:08:50","2026-02-11 08:13:03","253","69","voip","0"
"86357","9163","132","1","","1","1","3","entrante","2026-02-11 08:10:29","2026-02-11 08:13:17","168","90","voip","1"
"32649","27591","156","3","16610","3","8","6","entrante","2026-02-11 08:12:04","2026-02-11 08:16:43","279","62","campana","1"
"94803","4292","105","5","","5","13","1","entrante","2026-02-11 08:13:16","2026-02-11 08:15:37","141","80","telefono","0"
"40693","1609","94","1","20728","1","1","6","entrante","2026-02-11 08:13:18","2026-02-11 08:16:59","221","161","telefono","1"
"121842","12909","144","5","","5","13","6","entrante","2026-02-11 08:13:43","2026-02-11 08:17:58","255","99","voip","1"
"24203","27696","74","3","12274","3","8","2","entrante","2026-02-11 08:14:03","2026-02-11 08:19:52","349","10","telefono","1"
"45763","2066","95","1","23292","1","3","6","entrante","2026-02-11 08:14:12","2026-02-11 08:20:55","403","104","telefono","1"
"4234","10502","146","1","2150","1","1","1","entrante","2026-02-11 08:14:16","2026-02-11 08:17:27","191","101","telefono","0"
"29394","4560","","2","14913","2","4","4","entrante","2026-02-11 08:14:25","2026-02-11 08:15:26","61","138","telefono","0"
"124321","26174","92","1","","1","1","6","entrante","2026-02-11 08:15:30","2026-02-11 08:18:04","154","40","telefono","1"
"106212","3924","135","5","","5","15","3","entrante","2026-02-11 08:16:07","2026-02-11 08:20:54","287","119","telefono","1"
"59142","17949","69","5","","5","13","1","entrante","2026-02-11 08:16:35","2026-02-11 08:18:42","127","125","telefono","0"
"104974","10152","101","3","","3","8","1","entrante","2026-02-11 08:18:19","2026-02-11 08:20:51","152","4","telefono","0"
"99025","391","162","5","","5","14","1","entrante","2026-02-11 08:22:37","2026-02-11 08:26:34","237","45","telefono","0"
"45827","7872","152","1","23327","1","3","1","entrante","2026-02-11 08:24:31","2026-02-11 08:27:20","169","10","telefono","0"
"122529","18525","","2","","2","6","5","saliente","2026-02-11 08:26:57","2026-02-11 08:27:55","58","169","telefono","0"
"103746","2128","161","3","","3","9","3","entrante","2026-02-11 08:28:31","2026-02-11 08:30:47","136","67","telefono","1"
"107164","16594","75","5","","5","13","1","entrante","2026-02-11 08:28:53","2026-02-11 08:32:52","239","90","telefono","0"
"48948","22295","75","5","24892","5","14","1","entrante","2026-02-11 08:28:55","2026-02-11 08:34:26","331","94","telefono","0"
"112215","19822","120","4","","4","11","6","saliente","2026-02-11 08:29:20","2026-02-11 08:33:55","275","25","telefono","1"
"592","20553","78","1","293","1","3","3","entrante","2026-02-11 08:30:33","2026-02-11 08:35:07","274","62","telefono","1"
"120026","12665","137","5","","5","15","1","entrante","2026-02-11 08:31:27","2026-02-11 08:35:05","218","120","telefono","0"
"57414","13019","69","5","","5","13","6","entrante","2026-02-11 08:31:28","2026-02-11 08:36:12","284","63","voip","1"
"115058","28800","58","4","","4","12","1","saliente","2026-02-11 08:31:55","2026-02-11 08:35:42","227","29","telefono","0"
"92361","16573","174","2","","2","6","1","saliente","2026-02-11 08:32:33","2026-02-11 08:37:30","297","79","telefono","0"
"11935","26868","133","1","6035","1","2","1","entrante","2026-02-11 08:33:15","2026-02-11 08:37:15","240","58","telefono","0"
"63103","26066","142","1","","1","3","1","entrante","2026-02-11 08:34:33","2026-02-11 08:38:10","217","47","telefono","0"
"114738","24207","144","5","","5","14","1","saliente","2026-02-11 08:34:34","2026-02-11 08:37:12","158","74","telefono","0"
"122358","13451","86","4","","4","11","6","saliente","2026-02-11 08:35:22","2026-02-11 08:39:01","219","18","telefono","1"
"76731","13858","157","3","","3","9","6","entrante","2026-02-11 08:36:22","2026-02-11 08:38:55","153","43","telefono","1"
"36761","3330","90","5","18711","5","13","3","entrante","2026-02-11 08:36:45","2026-02-11 08:40:17","212","139","voip","1"
"71671","11044","33","2","","2","4","1","entrante","2026-02-11 08:37:15","2026-02-11 08:43:49","394","94","telefono","0"
"114503","20702","162","5","","5","14","1","saliente","2026-02-11 08:38:22","2026-02-11 08:42:07","225","91","telefono","0"
"27511","3286","134","2","13955","2","4","6","entrante","2026-02-11 08:39:31","2026-02-11 08:46:47","436","9","voip","1"
"124313","1669","147","5","","5","15","1","saliente","2026-02-11 08:40:40","2026-02-11 08:43:44","184","75","telefono","0"
"123254","1163","121","2","","2","6","1","entrante","2026-02-11 08:40:43","2026-02-11 08:47:47","424","133","campana","0"
"60620","17863","146","1","","1","2","1","entrante","2026-02-11 08:41:25","2026-02-11 08:45:42","257","59","voip","0"
"28802","26160","104","5","14600","5","14","6","entrante","2026-02-11 08:41:46","2026-02-11 08:46:11","265","131","telefono","1"
"27553","608","26","5","13974","5","15","1","entrante","2026-02-11 08:42:24","2026-02-11 08:47:57","333","61","telefono","0"
"84988","6915","","1","","1","2","4","entrante","2026-02-11 08:43:46","2026-02-11 08:44:26","40","97","voip","0"
"113039","3614","25","1","","1","1","1","entrante","2026-02-11 08:44:31","2026-02-11 08:47:19","168","81","campana","0"
"67338","2924","44","2","","2","4","6","saliente","2026-02-11 08:46:00","2026-02-11 08:56:49","649","78","telefono","1"
"75702","16566","","4","","4","10","4","saliente","2026-02-11 08:46:54","2026-02-11 08:47:24","30","58","telefono","0"
"32701","1698","61","2","16640","2","6","2","entrante","2026-02-11 08:49:13","2026-02-11 08:58:37","564","135","voip","1"
"13377","12941","163","3","6784","3","8","7","entrante","2026-02-11 08:49:13","2026-02-11 08:53:29","256","0","voip","0"
"107264","21640","72","1","","1","2","1","entrante","2026-02-11 08:49:22","2026-02-11 08:53:51","269","110","campana","0"
"93576","23629","76","2","","2","5","1","saliente","2026-02-11 08:49:23","2026-02-11 08:54:35","312","68","telefono","0"
"108858","16007","138","4","","4","12","1","saliente","2026-02-11 08:50:07","2026-02-11 08:52:07","120","59","telefono","0"
"41201","18783","160","2","20988","2","6","1","entrante","2026-02-11 08:50:15","2026-02-11 08:58:07","472","78","voip","0"
"124103","17702","142","1","","1","2","1","entrante","2026-02-11 08:51:08","2026-02-11 08:54:01","173","131","telefono","0"
"55433","28802","74","3","28162","3","8","6","entrante","2026-02-11 08:51:21","2026-02-11 08:54:23","182","94","telefono","1"
"83365","23873","4","5","","5","14","1","entrante","2026-02-11 08:53:57","2026-02-11 08:56:23","146","66","voip","0"
"121799","2731","112","2","","2","5","1","entrante","2026-02-11 08:53:58","2026-02-11 09:00:23","385","76","voip","0"
"47809","20093","37","1","24332","1","3","1","entrante","2026-02-11 08:55:26","2026-02-11 08:57:34","128","39","telefono","0"
"2122","29767","126","5","1086","5","15","3","entrante","2026-02-11 08:56:20","2026-02-11 09:00:44","264","93","telefono","1"
"72594","26798","8","5","","5","15","1","entrante","2026-02-11 08:56:36","2026-02-11 08:58:58","142","48","voip","0"
"120297","16545","8","5","","5","15","3","saliente","2026-02-11 08:57:00","2026-02-11 08:59:28","148","54","telefono","1"
"88073","19111","28","4","","4","10","1","saliente","2026-02-11 08:58:01","2026-02-11 09:01:35","214","117","voip","0"
"66634","19405","139","3","","3","9","1","saliente","2026-02-11 08:58:12","2026-02-11 09:01:42","210","44","telefono","0"
"56040","20966","72","1","28457","1","2","2","entrante","2026-02-11 08:58:20","2026-02-11 09:03:22","302","40","campana","1"
"81392","1033","26","5","","5","14","1","entrante","2026-02-11 08:58:31","2026-02-11 09:00:52","141","71","telefono","0"
"112185","27251","150","1","","1","3","1","entrante","2026-02-11 08:59:07","2026-02-11 09:02:14","187","23","telefono","0"
"114731","21155","128","1","","1","2","1","entrante","2026-02-11 09:01:01","2026-02-11 09:04:01","180","104","telefono","0"
"122055","12765","59","3","","3","8","1","entrante","2026-02-11 09:03:24","2026-02-11 09:05:51","147","47","telefono","0"
"58974","21105","25","1","","1","3","1","entrante","2026-02-11 09:03:31","2026-02-11 09:06:41","190","61","telefono","0"
"60112","6348","130","1","","1","3","1","entrante","2026-02-11 09:04:57","2026-02-11 09:07:43","166","37","voip","0"
"46185","9546","98","2","23502","2","4","3","entrante","2026-02-11 09:05:01","2026-02-11 09:14:46","585","70","voip","1"
"91477","17478","22","5","","5","15","1","entrante","2026-02-11 09:06:54","2026-02-11 09:11:18","264","69","telefono","0"
"47445","22352","47","1","24159","1","3","6","entrante","2026-02-11 09:08:09","2026-02-11 09:12:28","259","94","voip","1"
"105557","25714","","5","","5","13","4","entrante","2026-02-11 09:09:32","2026-02-11 09:10:14","42","66","telefono","0"
"16462","16659","167","5","8330","5","14","1","entrante","2026-02-11 09:12:01","2026-02-11 09:19:51","470","126","telefono","0"
"115828","6555","9","3","","3","7","1","entrante","2026-02-11 09:13:29","2026-02-11 09:18:06","277","66","campana","0"
"96515","7626","75","5","","5","14","6","entrante","2026-02-11 09:15:17","2026-02-11 09:18:49","212","73","voip","1"
"100254","27118","59","3","","3","8","1","entrante","2026-02-11 09:15:31","2026-02-11 09:18:39","188","64","voip","0"
"90224","14623","97","5","","5","14","1","entrante","2026-02-11 09:16:24","2026-02-11 09:19:15","171","70","telefono","0"
"102381","25478","6","2","","2","5","1","entrante","2026-02-11 09:18:06","2026-02-11 09:23:27","321","120","telefono","0"
"101154","7533","90","5","","5","14","3","saliente","2026-02-11 09:21:44","2026-02-11 09:24:59","195","84","telefono","1"
"52192","18838","105","5","26538","5","14","1","entrante","2026-02-11 09:22:26","2026-02-11 09:30:11","465","53","telefono","0"
"103802","7582","120","4","","4","10","7","saliente","2026-02-11 09:22:32","2026-02-11 09:25:25","173","84","voip","0"
"103466","29628","","3","","3","8","5","saliente","2026-02-11 09:25:17","2026-02-11 09:25:32","15","104","telefono","0"
"117489","19284","154","3","","3","7","1","entrante","2026-02-11 09:26:44","2026-02-11 09:30:01","197","0","telefono","0"
"1428","8362","126","5","718","5","13","3","entrante","2026-02-11 09:27:29","2026-02-11 09:31:04","215","124","telefono","1"
"93604","1715","96","3","","3","9","7","saliente","2026-02-11 09:27:46","2026-02-11 09:31:30","224","28","telefono","0"
"63393","25654","36","5","","5","15","1","entrante","2026-02-11 09:29:29","2026-02-11 09:34:23","294","112","telefono","0"
"76553","8381","4","5","","5","13","1","saliente","2026-02-11 09:31:27","2026-02-11 09:38:36","429","121","telefono","0"
"90071","16854","151","2","","2","5","1","entrante","2026-02-11 09:31:42","2026-02-11 09:45:54","852","116","telefono","0"
"52361","9526","117","2","26626","2","5","6","entrante","2026-02-11 09:33:43","2026-02-11 09:42:12","509","77","telefono","1"
"120094","28618","175","1","","1","2","1","saliente","2026-02-11 09:34:01","2026-02-11 09:37:58","237","79","voip","0"
"106555","13478","2","5","","5","13","1","entrante","2026-02-11 09:36:05","2026-02-11 09:39:50","225","75","campana","0"
"104973","11946","56","4","","4","11","7","saliente","2026-02-11 09:38:12","2026-02-11 09:40:24","132","42","telefono","0"
"3472","2162","105","5","1762","5","15","3","entrante","2026-02-11 09:38:13","2026-02-11 09:41:28","195","105","telefono","1"
"44810","4762","2","5","22811","5","13","3","entrante","2026-02-11 09:39:33","2026-02-11 09:47:55","502","129","voip","1"
"4213","18611","21","1","2138","1","2","2","entrante","2026-02-11 09:39:56","2026-02-11 09:45:12","316","137","telefono","1"
"75211","25738","","5","","5","14","4","entrante","2026-02-11 09:40:20","2026-02-11 09:41:12","52","106","telefono","0"
"114892","23002","12","1","","1","3","3","entrante","2026-02-11 09:41:04","2026-02-11 09:42:54","110","9","voip","1"
"53476","29381","128","1","27170","1","2","1","entrante","2026-02-11 09:41:07","2026-02-11 09:48:47","460","106","telefono","0"
"124515","10480","30","1","","1","2","3","entrante","2026-02-11 09:41:14","2026-02-11 09:45:24","250","107","telefono","1"
"79188","27732","93","2","","2","6","1","entrante","2026-02-11 09:41:16","2026-02-11 09:47:55","399","47","telefono","0"
"105747","2061","160","2","","2","5","1","entrante","2026-02-11 09:42:42","2026-02-11 09:51:27","525","104","campana","0"
"74404","26398","8","5","","5","15","6","entrante","2026-02-11 09:43:46","2026-02-11 09:48:15","269","93","telefono","1"
"14024","9153","150","1","7095","1","1","1","entrante","2026-02-11 09:44:28","2026-02-11 09:49:31","303","59","telefono","0"
"35390","21913","38","1","18011","1","3","3","entrante","2026-02-11 09:45:01","2026-02-11 09:51:49","408","5","telefono","1"
"16852","8265","","4","8536","4","11","4","saliente","2026-02-11 09:46:03","2026-02-11 09:46:35","32","76","telefono","0"
"75239","9073","137","5","","5","14","3","entrante","2026-02-11 09:46:43","2026-02-11 09:49:36","173","40","telefono","1"
"72736","23427","36","5","","5","14","1","entrante","2026-02-11 09:46:48","2026-02-11 09:50:14","206","66","voip","0"
"88298","25030","96","3","","3","9","1","saliente","2026-02-11 09:47:02","2026-02-11 09:52:28","326","83","voip","0"
"25967","14894","175","1","13191","1","1","1","entrante","2026-02-11 09:47:36","2026-02-11 09:53:04","328","127","telefono","0"
"83146","11728","117","2","","2","6","1","entrante","2026-02-11 09:47:45","2026-02-11 09:52:26","281","105","telefono","0"
"101390","6692","113","4","","4","11","6","saliente","2026-02-11 09:48:40","2026-02-11 09:51:50","190","26","telefono","1"
"20910","29670","11","2","10620","2","6","1","entrante","2026-02-11 09:49:22","2026-02-11 09:55:21","359","141","telefono","0"
"25459","19927","","2","12930","2","5","4","entrante","2026-02-11 09:49:38","2026-02-11 09:50:35","57","71","telefono","0"
"64890","4014","135","5","","5","13","3","saliente","2026-02-11 09:49:38","2026-02-11 09:52:34","176","97","campana","1"
"79026","76","162","5","","5","15","1","entrante","2026-02-11 09:51:14","2026-02-11 09:55:42","268","95","telefono","0"
"80109","9190","148","1","","1","2","1","entrante","2026-02-11 09:51:57","2026-02-11 09:54:26","149","30","voip","0"
"68136","23175","144","5","","5","14","1","entrante","2026-02-11 09:52:10","2026-02-11 09:56:26","256","117","telefono","0"
"69243","29669","138","4","","4","10","1","entrante","2026-02-11 09:52:41","2026-02-11 09:55:39","178","25","telefono","0"
"71023","11197","34","3","","3","8","1","saliente","2026-02-11 09:53:53","2026-02-11 09:55:38","105","51","telefono","0"
"109793","29363","74","3","","3","7","3","entrante","2026-02-11 09:55:05","2026-02-11 09:57:36","151","79","telefono","1"
"104922","1108","66","3","","3","8","1","entrante","2026-02-11 09:55:27","2026-02-11 09:58:42","195","34","telefono","0"
"29028","21234","121","2","14717","2","6","1","entrante","2026-02-11 09:55:46","2026-02-11 10:03:50","484","209","telefono","0"
"51478","8097","73","2","26170","2","6","3","entrante","2026-02-11 09:56:46","2026-02-11 10:03:51","425","100","telefono","1"
"107728","27482","157","3","","3","9","1","entrante","2026-02-11 09:57:31","2026-02-11 10:03:52","381","33","telefono","0"
"121806","5872","143","2","","2","5","1","entrante","2026-02-11 09:58:27","2026-02-11 10:04:33","366","120","telefono","0"
"90326","5046","4","5","","5","15","6","entrante","2026-02-11 10:00:10","2026-02-11 10:02:37","147","59","telefono","1"
"87419","28890","109","4","","4","10","1","saliente","2026-02-11 10:00:29","2026-02-11 10:03:08","159","30","telefono","0"
"55510","9266","22","5","28197","5","15","3","entrante","2026-02-11 10:01:12","2026-02-11 10:03:25","133","111","telefono","1"
"31648","10029","58","4","16079","4","10","3","entrante","2026-02-11 10:02:35","2026-02-11 10:05:47","192","89","telefono","1"
"82236","12196","47","1","","1","1","1","saliente","2026-02-11 10:04:26","2026-02-11 10:06:59","153","50","telefono","0"
"92742","22148","169","5","","5","14","3","entrante","2026-02-11 10:08:03","2026-02-11 10:11:30","207","16","telefono","1"
"28111","24165","138","4","14246","4","12","3","entrante","2026-02-11 10:09:06","2026-02-11 10:16:55","469","48","telefono","1"
"124095","20500","74","3","","3","8","1","entrante","2026-02-11 10:09:55","2026-02-11 10:12:31","156","56","telefono","0"
"96573","27355","22","5","","5","15","1","saliente","2026-02-11 10:10:27","2026-02-11 10:12:20","113","114","telefono","0"
"50801","7215","169","5","25833","5","14","6","entrante","2026-02-11 10:11:38","2026-02-11 10:14:56","198","145","voip","1"
"728","7241","","2","368","2","4","4","entrante","2026-02-11 10:11:48","2026-02-11 10:12:48","60","157","voip","0"
"89638","18870","109","4","","4","11","1","saliente","2026-02-11 10:11:53","2026-02-11 10:14:14","141","64","telefono","0"
"67588","29956","26","5","","5","15","3","entrante","2026-02-11 10:14:13","2026-02-11 10:17:44","211","103","telefono","1"
"22013","12846","112","2","11160","2","6","2","entrante","2026-02-11 10:14:39","2026-02-11 10:24:54","615","92","telefono","1"
"79574","14207","147","5","","5","13","1","entrante","2026-02-11 10:15:05","2026-02-11 10:19:05","240","149","telefono","0"
"60239","22937","31","4","","4","12","6","saliente","2026-02-11 10:17:18","2026-02-11 10:19:48","150","84","telefono","1"
"118756","6218","176","2","","2","6","1","entrante","2026-02-11 10:19:04","2026-02-11 10:25:13","369","101","voip","0"
"8167","4151","125","1","4135","1","2","3","entrante","2026-02-11 10:21:46","2026-02-11 10:26:27","281","129","telefono","1"
"111090","13859","126","5","","5","13","1","entrante","2026-02-11 10:23:52","2026-02-11 10:27:38","226","74","voip","0"
"115126","20305","59","3","","3","7","1","entrante","2026-02-11 10:24:00","2026-02-11 10:27:12","192","109","telefono","0"
"85967","14456","","4","","4","11","4","saliente","2026-02-11 10:24:06","2026-02-11 10:24:54","48","26","voip","0"
"101393","23868","105","5","","5","15","3","saliente","2026-02-11 10:24:15","2026-02-11 10:28:34","259","63","telefono","1"
"1941","22737","","4","989","4","10","4","saliente","2026-02-11 10:24:24","2026-02-11 10:24:54","30","0","telefono","0"
"112417","3227","167","5","","5","13","3","entrante","2026-02-11 10:24:42","2026-02-11 10:27:56","194","167","telefono","1"
"30609","24581","113","4","15538","4","12","1","saliente","2026-02-11 10:25:19","2026-02-11 10:29:52","273","171","voip","0"
"78758","7893","174","2","","2","5","1","entrante","2026-02-11 10:26:04","2026-02-11 10:33:00","416","152","telefono","0"
"24865","16300","2","5","12617","5","15","3","entrante","2026-02-11 10:26:41","2026-02-11 10:30:22","221","72","voip","1"
"111640","10138","97","5","","5","13","1","entrante","2026-02-11 10:29:07","2026-02-11 10:31:15","128","97","telefono","0"
"52933","19416","10","2","26910","2","5","6","entrante","2026-02-11 10:29:24","2026-02-11 10:36:45","441","164","voip","1"
"77237","9502","91","1","","1","3","1","entrante","2026-02-11 10:30:06","2026-02-11 10:33:57","231","112","voip","0"
"123856","1357","120","4","","4","12","7","entrante","2026-02-11 10:30:55","2026-02-11 10:35:44","289","41","voip","0"
"94074","8977","104","5","","5","15","1","saliente","2026-02-11 10:33:33","2026-02-11 10:36:15","162","139","campana","0"
"92074","15016","4","5","","5","13","1","entrante","2026-02-11 10:33:38","2026-02-11 10:40:35","417","150","telefono","0"
"55781","18548","92","1","28325","1","1","1","entrante","2026-02-11 10:34:31","2026-02-11 10:40:17","346","67","telefono","0"
"80531","9873","151","2","","2","5","6","entrante","2026-02-11 10:34:32","2026-02-11 10:45:47","675","32","telefono","1"
"99560","22660","","5","","5","14","4","entrante","2026-02-11 10:34:40","2026-02-11 10:35:32","52","106","campana","0"
"65996","5403","167","5","","5","14","1","entrante","2026-02-11 10:35:06","2026-02-11 10:39:55","289","96","telefono","0"
"18748","1118","133","1","9512","1","1","2","entrante","2026-02-11 10:35:43","2026-02-11 10:40:11","268","52","telefono","1"
"111863","19781","19","2","","2","6","6","entrante","2026-02-11 10:37:32","2026-02-11 10:43:41","369","132","campana","1"
"40742","13868","132","1","20754","1","2","1","entrante","2026-02-11 10:39:26","2026-02-11 10:42:17","171","134","voip","0"
"43904","17159","99","1","22323","1","1","6","entrante","2026-02-11 10:39:36","2026-02-11 10:44:07","271","90","telefono","1"
"123472","6445","57","5","","5","15","1","entrante","2026-02-11 10:40:46","2026-02-11 10:44:11","205","108","telefono","0"
"63950","27413","95","1","","1","2","3","entrante","2026-02-11 10:41:04","2026-02-11 10:48:46","462","72","voip","1"
"54814","22739","174","2","27866","2","6","3","entrante","2026-02-11 10:42:11","2026-02-11 10:50:03","472","164","telefono","1"
"92249","15756","13","3","","3","8","1","entrante","2026-02-11 10:42:12","2026-02-11 10:45:35","203","82","telefono","0"
"125778","9651","22","5","","5","14","6","entrante","2026-02-11 10:43:23","2026-02-11 10:46:50","207","59","telefono","1"
"99529","19205","110","3","","3","7","1","entrante","2026-02-11 10:43:24","2026-02-11 10:51:17","473","68","telefono","0"
"77156","23159","","2","","2","4","4","entrante","2026-02-11 10:44:28","2026-02-11 10:45:20","52","141","telefono","0"
"41892","22420","65","4","21350","4","11","6","saliente","2026-02-11 10:45:47","2026-02-11 10:48:45","178","101","campana","1"
"45543","7403","97","5","23187","5","14","3","entrante","2026-02-11 10:46:56","2026-02-11 10:51:59","303","146","campana","1"
"117425","28154","","1","","1","1","4","entrante","2026-02-11 10:48:21","2026-02-11 10:48:44","23","78","telefono","0"
"84957","24225","139","3","","3","9","1","saliente","2026-02-11 10:48:27","2026-02-11 10:51:52","205","67","telefono","0"
"100827","3641","145","1","","1","2","1","saliente","2026-02-11 10:50:44","2026-02-11 10:59:03","499","31","telefono","0"
"97443","11628","35","4","","4","10","1","saliente","2026-02-11 10:50:48","2026-02-11 10:53:52","184","5","telefono","0"
"124828","14641","104","5","","5","15","1","entrante","2026-02-11 10:51:02","2026-02-11 10:53:57","175","65","telefono","0"
"33550","19925","45","2","17071","2","5","1","entrante","2026-02-11 10:51:47","2026-02-11 10:57:45","358","121","telefono","0"
"69289","4183","125","1","","1","3","1","entrante","2026-02-11 10:52:07","2026-02-11 10:54:59","172","55","telefono","0"
"12548","742","","2","6348","2","4","4","entrante","2026-02-11 10:52:16","2026-02-11 10:54:30","134","88","telefono","0"
"86367","29342","","1","","1","1","4","entrante","2026-02-11 10:54:45","2026-02-11 10:55:53","68","89","telefono","0"
"113366","22245","45","2","","2","5","6","entrante","2026-02-11 10:54:57","2026-02-11 11:00:54","357","23","telefono","1"
"86172","24951","5","3","","3","9","1","entrante","2026-02-11 10:57:04","2026-02-11 11:01:20","256","78","telefono","0"
"121017","789","107","2","","2","6","1","entrante","2026-02-11 10:57:28","2026-02-11 11:03:38","370","92","telefono","0"
"80004","15993","153","3","","3","8","3","saliente","2026-02-11 10:59:00","2026-02-11 11:01:42","162","23","campana","1"
"8600","16642","157","3","4339","3","7","1","entrante","2026-02-11 10:59:01","2026-02-11 11:02:42","221","50","telefono","0"
"122413","23682","142","1","","1","3","1","entrante","2026-02-11 10:59:38","2026-02-11 11:01:52","134","67","telefono","0"
"65123","20269","132","1","","1","3","1","saliente","2026-02-11 10:59:57","2026-02-11 11:07:11","434","99","voip","0"
"42991","28007","154","3","21887","3","9","7","entrante","2026-02-11 11:01:56","2026-02-11 11:05:01","185","67","telefono","0"
"8883","22713","37","1","4495","1","2","3","entrante","2026-02-11 11:03:58","2026-02-11 11:08:10","252","74","voip","1"
"64721","22252","","5","","5","14","4","saliente","2026-02-11 11:08:14","2026-02-11 11:08:44","30","165","telefono","0"
"114162","28901","36","5","","5","14","1","entrante","2026-02-11 11:08:52","2026-02-11 11:12:37","225","80","voip","0"
"50627","25875","53","1","25746","1","1","1","entrante","2026-02-11 11:09:19","2026-02-11 11:16:29","430","51","voip","0"
"41370","22191","51","5","21074","5","15","6","entrante","2026-02-11 11:09:58","2026-02-11 11:14:15","257","17","voip","1"
"115490","9440","110","3","","3","9","1","entrante","2026-02-11 11:12:16","2026-02-11 11:15:20","184","50","telefono","0"
"28016","8720","162","5","14201","5","14","2","entrante","2026-02-11 11:12:17","2026-02-11 11:15:11","174","71","telefono","1"
"111621","23213","151","2","","2","5","3","entrante","2026-02-11 11:13:08","2026-02-11 11:19:01","353","102","voip","1"
"64740","16407","90","5","","5","13","1","entrante","2026-02-11 11:14:21","2026-02-11 11:16:52","151","76","telefono","0"
"46062","27414","177","5","23439","5","14","6","entrante","2026-02-11 11:15:18","2026-02-11 11:18:05","167","40","campana","1"
"18349","10970","59","3","9297","3","8","1","entrante","2026-02-11 11:15:19","2026-02-11 11:21:15","356","83","voip","0"
"56074","24757","179","2","28474","2","6","1","entrante","2026-02-11 11:15:38","2026-02-11 11:24:41","543","110","telefono","0"
"16128","6841","178","4","8163","4","12","3","saliente","2026-02-11 11:15:43","2026-02-11 11:20:30","287","68","telefono","1"
"102148","20812","177","5","","5","13","1","entrante","2026-02-11 11:16:23","2026-02-11 11:18:36","133","101","telefono","0"
"72421","5793","128","1","","1","2","1","entrante","2026-02-11 11:19:39","2026-02-11 11:22:45","186","72","telefono","0"
"52595","2235","162","5","26730","5","15","1","entrante","2026-02-11 11:21:39","2026-02-11 11:30:46","547","94","telefono","0"
"44125","10928","88","3","22430","3","9","1","entrante","2026-02-11 11:23:43","2026-02-11 11:28:31","288","45","voip","0"
"1702","7842","97","5","864","5","14","1","entrante","2026-02-11 11:24:09","2026-02-11 11:26:48","159","3","telefono","0"
"59549","5172","145","1","","1","1","1","entrante","2026-02-11 11:24:23","2026-02-11 11:27:47","204","60","voip","0"
"74569","6042","45","2","","2","6","1","entrante","2026-02-11 11:24:31","2026-02-11 11:29:54","323","129","telefono","0"
