id_pago,id_factura,fecha_pago,valor_pagado,metodo_pago,estado_pago
39137,52106,2025-10-17,25802,transferencia,aplicado
39138,52108,2026-02-17,44997,efectivo,aplicado
39139,52109,2026-04-15,30323,tarjeta_credito,aplicado
39140,52110,2025-11-03,44766,efectivo,aplicado
39141,52111,2026-03-07,45731,transferencia,aplicado
39142,52112,2026-01-26,94760,recaudo_externo,aplicado
39143,52113,2026-02-18,82134,tarjeta_credito,aplicado
39144,52115,2025-12-22,112471,pse,aplicado
39145,52117,2026-03-14,122717,recaudo_externo,aplicado
39146,52118,2025-10-18,43870,transferencia,aplicado
39147,52119,2026-04-13,61153,recaudo_externo,aplicado
39149,52126,2026-03-24,56053,transferencia,aplicado
39150,52127,2025-10-28,13413,tarjeta_debito,parcial
39151,52129,2026-02-20,37534,tarjeta_debito,aplicado
39152,52130,2026-03-09,42971,tarjeta_debito,aplicado
39153,52132,2026-04-18,99194,transferencia,aplicado
39154,52133,2025-10-19,24131,recaudo_externo,aplicado
39155,52134,2025-10-30,221257,tarjeta_debito,aplicado
39156,52137,2026-02-20,24360,tarjeta_debito,parcial
39157,52139,2025-11-01,68487,pse,aplicado
39158,52140,2026-02-13,73859,recaudo_externo,aplicado
39159,52141,2026-04-02,66105,pse,aplicado
39160,52142,2025-11-11,102635,efectivo,parcial
39161,52143,2025-11-10,187755,pse,aplicado
39162,52149,2025-10-08,283552,efectivo,aplicado
39163,52151,2026-01-22,297577,pse,aplicado
39164,52152,2025-10-28,79894,recaudo_externo,aplicado
39165,52153,2025-10-30,304837,pse,aplicado
39166,52154,2025-12-31,298049,efectivo,aplicado
39168,52156,2026-03-20,83269,recaudo_externo,aplicado
39171,52160,2026-04-25,67655,pse,aplicado
39172,52164,2026-03-12,52848,transferencia,aplicado
39173,52165,2026-04-30,46451,tarjeta_credito,aplicado
39174,52166,2025-10-08,326850,tarjeta_debito,aplicado
39175,52167,2025-10-11,251463,pse,aplicado
39176,52168,2026-02-18,237231,transferencia,aplicado
39177,52171,2026-03-06,102283,tarjeta_debito,aplicado
39179,52173,2025-11-30,55960,tarjeta_credito,aplicado
39180,52174,2026-02-15,57989,efectivo,aplicado
39181,52176,2026-01-14,21943,tarjeta_credito,aplicado
39182,52179,2026-03-11,92012,tarjeta_debito,aplicado
39183,52180,2025-11-02,169208,tarjeta_debito,aplicado
39184,52182,2026-05-02,172955,tarjeta_credito,aplicado
39185,52183,2025-10-24,48502,pse,aplicado
39186,52184,2026-04-30,38299,pse,aplicado
39187,52185,2025-11-05,60409,efectivo,aplicado
39188,52186,2026-04-02,53309,pse,aplicado
39190,52188,2026-02-27,41410,transferencia,aplicado
39191,52189,2026-04-13,42189,recaudo_externo,aplicado
39192,52191,2025-11-19,346929,tarjeta_credito,aplicado
39193,52192,2026-01-27,345683,pse,aplicado
39194,52193,2025-11-05,44910,recaudo_externo,aplicado
39195,52194,2026-05-04,47425,pse,aplicado
39196,52195,2025-11-04,287601,recaudo_externo,aplicado
39197,52196,2026-01-03,289689,pse,aplicado
39199,52198,2025-12-03,48024,efectivo,aplicado
39200,52199,2025-12-22,54218,tarjeta_debito,aplicado
39201,52200,2025-10-11,78294,transferencia,aplicado
39202,52201,2026-02-19,87415,recaudo_externo,aplicado
39203,52202,2026-03-19,77242,recaudo_externo,aplicado
39204,52203,2025-11-04,48499,tarjeta_debito,aplicado
39205,52204,2025-12-20,37133,pse,aplicado
39206,52205,2026-04-18,45301,pse,aplicado
39207,52206,2025-10-30,24959,efectivo,aplicado
39208,52207,2026-02-26,29628,tarjeta_debito,aplicado
39209,52208,2026-04-20,36355,transferencia,aplicado
39210,52209,2025-11-01,227572,efectivo,aplicado
39211,52210,2025-11-21,229955,pse,aplicado
39212,52211,2026-01-13,241986,recaudo_externo,aplicado
39213,52212,2026-03-26,40134,tarjeta_credito,aplicado
39215,52214,2026-05-02,319868,tarjeta_debito,aplicado
39216,52216,2026-05-01,93622,pse,aplicado
39217,52217,2025-10-22,51981,tarjeta_debito,aplicado
39218,52218,2026-01-28,40598,tarjeta_credito,aplicado
39219,52220,2026-03-12,43908,pse,aplicado
39220,52222,2025-11-03,20484,pse,aplicado
39222,52224,2026-03-20,31848,recaudo_externo,aplicado
39223,52225,2026-04-20,34771,recaudo_externo,aplicado
39225,52228,2025-12-11,260879,tarjeta_credito,aplicado
39226,52230,2026-04-16,247609,recaudo_externo,aplicado
39227,52231,2025-10-22,22867,recaudo_externo,aplicado
39228,52232,2025-10-29,47636,transferencia,aplicado
39229,52233,2025-11-25,48555,tarjeta_credito,aplicado
39230,52234,2025-12-25,45023,tarjeta_credito,aplicado
39231,52235,2026-01-17,44250,transferencia,aplicado
39232,52238,2025-10-28,29217,tarjeta_credito,aplicado
39233,52239,2026-04-25,40431,recaudo_externo,aplicado
39235,52244,2025-12-26,111105,tarjeta_debito,aplicado
39236,52245,2026-01-26,104520,recaudo_externo,aplicado
39237,52246,2026-02-26,113211,pse,aplicado
39238,52247,2026-04-03,105056,efectivo,aplicado
39239,52250,2026-02-22,29402,tarjeta_credito,aplicado
39240,52251,2025-10-12,354594,tarjeta_credito,aplicado
39241,52254,2026-02-04,90657,pse,aplicado
39242,52256,2025-10-23,133381,tarjeta_debito,aplicado
39243,52257,2026-04-25,131310,efectivo,aplicado
39244,52258,2025-10-20,110717,tarjeta_credito,aplicado
39245,52260,2026-02-04,161236,efectivo,aplicado
39246,52261,2025-11-26,91934,pse,aplicado
39248,52263,2026-03-02,102551,recaudo_externo,aplicado
39249,52265,2026-04-25,87737,pse,aplicado
39250,52266,2025-10-07,49196,efectivo,aplicado
39251,52267,2025-10-27,46241,tarjeta_debito,aplicado
39252,52268,2026-02-06,57974,transferencia,aplicado
39253,52270,2026-04-12,78698,efectivo,aplicado
39254,52271,2026-02-23,296690,efectivo,aplicado
39255,52272,2026-03-13,284915,pse,aplicado
39256,52273,2026-04-20,286730,efectivo,aplicado
39257,52274,2025-10-31,151736,recaudo_externo,aplicado
39258,52275,2025-11-14,152361,recaudo_externo,aplicado
39259,52276,2026-01-31,137154,tarjeta_credito,aplicado
39260,52278,2025-10-27,26900,pse,aplicado
39261,52279,2026-02-06,21297,efectivo,aplicado
39262,52280,2026-04-18,17340,tarjeta_credito,aplicado
39263,52281,2025-10-20,32244,transferencia,aplicado
39264,52283,2025-10-18,118641,recaudo_externo,aplicado
39265,52284,2026-01-24,110229,transferencia,aplicado
39266,52285,2025-10-11,266817,tarjeta_credito,aplicado
39267,52287,2026-02-23,263251,recaudo_externo,aplicado
39268,52288,2026-03-24,274676,tarjeta_debito,aplicado
39269,52290,2025-10-10,28464,recaudo_externo,aplicado
39270,52292,2026-02-08,26306,tarjeta_credito,aplicado
39271,52293,2025-10-25,43054,transferencia,aplicado
39272,52294,2025-12-08,58608,transferencia,aplicado
39273,52297,2025-11-26,40832,tarjeta_debito,aplicado
39274,52298,2026-01-13,46983,tarjeta_debito,aplicado
39275,52299,2026-04-12,26922,recaudo_externo,parcial
39276,52300,2025-10-20,339645,efectivo,aplicado
39277,52301,2025-12-18,347499,recaudo_externo,aplicado
39278,52302,2025-11-08,41931,efectivo,aplicado
39279,52303,2025-11-19,52610,tarjeta_credito,aplicado
39280,52304,2025-12-18,40051,pse,aplicado
39281,52306,2025-10-19,51233,pse,aplicado
39282,52307,2025-11-02,94507,tarjeta_credito,aplicado
39283,52309,2025-12-12,93729,tarjeta_credito,aplicado
39284,52310,2026-01-22,86672,tarjeta_credito,aplicado
39285,52311,2026-03-17,100670,tarjeta_credito,aplicado
39286,52312,2025-10-19,31162,transferencia,aplicado
39287,52315,2025-11-21,130227,tarjeta_debito,aplicado
39288,52318,2026-04-23,31515,transferencia,aplicado
39289,52319,2026-03-12,158719,recaudo_externo,aplicado
39290,52320,2026-04-29,159315,tarjeta_credito,aplicado
39291,52321,2025-10-26,177306,efectivo,aplicado
39292,52322,2025-12-01,171238,recaudo_externo,aplicado
39293,52324,2025-10-12,29626,recaudo_externo,aplicado
39294,52326,2026-04-26,45172,tarjeta_debito,aplicado
39295,52327,2025-12-15,89778,tarjeta_debito,aplicado
39296,52328,2026-03-05,103446,tarjeta_credito,aplicado
39297,52330,2025-12-27,29670,pse,aplicado
39298,52331,2026-03-06,40360,transferencia,aplicado
39299,52332,2025-10-18,25355,transferencia,aplicado
39300,52333,2025-10-20,50933,recaudo_externo,aplicado
39301,52337,2026-04-21,53528,transferencia,aplicado
39302,52339,2026-02-25,52952,pse,aplicado
39303,52340,2026-05-03,49104,tarjeta_credito,aplicado
39304,52341,2025-11-04,113227,tarjeta_debito,aplicado
39305,52343,2026-02-05,113481,pse,aplicado
39306,52344,2026-03-29,110484,recaudo_externo,aplicado
39307,52345,2026-04-10,101720,tarjeta_debito,aplicado
39308,52346,2025-10-18,49233,recaudo_externo,aplicado
39309,52347,2026-02-15,44935,tarjeta_credito,aplicado
39311,52349,2026-01-26,64485,transferencia,aplicado
39312,52351,2026-04-25,57014,tarjeta_debito,aplicado
39313,52352,2025-10-09,307095,recaudo_externo,aplicado
39314,52353,2026-04-14,321078,recaudo_externo,aplicado
39315,52354,2025-10-27,84163,recaudo_externo,aplicado
39316,52355,2025-12-01,79432,tarjeta_credito,aplicado
39317,52358,2026-03-11,46059,efectivo,aplicado
39318,52360,2025-10-30,78373,pse,aplicado
39319,52361,2025-12-22,43023,pse,parcial
39320,52362,2025-10-25,41156,recaudo_externo,aplicado
39321,52364,2026-04-28,34142,recaudo_externo,aplicado
39323,52368,2025-10-27,25325,efectivo,aplicado
39324,52369,2026-03-02,27418,recaudo_externo,aplicado
39326,52372,2026-04-09,41322,efectivo,aplicado
39327,52373,2025-10-24,88118,efectivo,aplicado
39328,52375,2026-02-01,91964,efectivo,aplicado
39329,52376,2026-03-01,95793,tarjeta_credito,aplicado
39330,52377,2026-03-24,96493,efectivo,aplicado
39331,52378,2026-04-19,98906,pse,aplicado
39332,52379,2025-10-10,92574,recaudo_externo,aplicado
39333,52380,2026-03-12,80444,pse,aplicado
39335,52382,2026-04-17,31705,tarjeta_credito,aplicado
39336,52384,2025-11-10,110562,recaudo_externo,aplicado
39337,52385,2026-04-23,109545,tarjeta_credito,aplicado
39339,52388,2025-10-19,69583,recaudo_externo,aplicado
39340,52389,2025-12-15,52210,pse,aplicado
39341,52390,2026-03-16,51626,transferencia,aplicado
39342,52391,2026-04-03,16705,pse,aplicado
39343,52393,2026-02-15,99693,tarjeta_debito,aplicado
39344,52395,2025-11-24,88571,efectivo,aplicado
39346,52398,2026-04-07,85630,recaudo_externo,aplicado
39347,52401,2025-12-25,89406,recaudo_externo,aplicado
39348,52402,2026-01-25,83142,pse,aplicado
39349,52403,2025-10-28,74096,efectivo,aplicado
39350,52405,2025-12-23,70222,tarjeta_debito,aplicado
39351,52406,2026-03-16,71281,pse,aplicado
39352,52407,2026-04-13,82046,transferencia,aplicado
39353,52408,2025-10-28,37475,pse,aplicado
39354,52409,2026-03-07,31969,recaudo_externo,aplicado
39355,52411,2026-01-01,45577,recaudo_externo,parcial
39356,52412,2026-05-04,74659,pse,parcial
39357,52413,2025-11-04,30757,tarjeta_debito,parcial
39358,52414,2026-03-15,67663,pse,aplicado
39359,52415,2026-04-25,74567,pse,aplicado
39360,52419,2026-04-29,26761,tarjeta_debito,aplicado
39361,52420,2025-11-01,25958,recaudo_externo,aplicado
39362,52422,2025-11-24,37489,pse,aplicado
39363,52423,2026-01-20,48903,recaudo_externo,aplicado
39364,52425,2025-12-30,19607,tarjeta_debito,aplicado
39365,52426,2026-04-21,22195,tarjeta_credito,aplicado
39366,52427,2025-10-20,33821,transferencia,aplicado
39367,52430,2025-10-20,233232,transferencia,aplicado
39368,52431,2025-11-02,88575,tarjeta_debito,aplicado
39369,52432,2026-01-02,78372,pse,aplicado
39370,52433,2026-04-25,76870,tarjeta_debito,aplicado
39371,52434,2025-11-03,61550,tarjeta_debito,aplicado
39374,52438,2025-12-14,39260,tarjeta_debito,aplicado
39375,52439,2026-05-04,36634,transferencia,aplicado
39376,52440,2026-01-21,103781,tarjeta_credito,aplicado
39377,52441,2025-11-15,15810,recaudo_externo,parcial
39378,52442,2025-10-25,29606,tarjeta_credito,aplicado
39379,52443,2025-12-16,28821,tarjeta_credito,aplicado
39380,52444,2026-04-18,7888,tarjeta_credito,parcial
39381,52445,2026-04-05,34790,tarjeta_credito,parcial
39382,52446,2025-11-01,39324,recaudo_externo,aplicado
39383,52447,2026-01-07,27297,tarjeta_credito,aplicado
39384,52448,2025-10-20,106193,recaudo_externo,aplicado
39385,52449,2026-04-02,99893,recaudo_externo,aplicado
39386,52450,2025-10-18,19242,efectivo,aplicado
39387,52452,2025-10-21,40740,recaudo_externo,aplicado
39388,52453,2026-01-26,37544,efectivo,aplicado
39389,52454,2025-10-26,174213,transferencia,aplicado
39390,52455,2025-11-19,165606,transferencia,aplicado
39391,52456,2026-01-08,175506,recaudo_externo,aplicado
39392,52459,2026-02-20,88030,transferencia,aplicado
39393,52460,2025-10-19,54774,tarjeta_credito,aplicado
39394,52461,2026-01-19,49836,recaudo_externo,aplicado
39395,52463,2026-02-16,58698,tarjeta_debito,aplicado
39396,52464,2025-10-18,41828,pse,aplicado
39397,52466,2025-10-11,39661,recaudo_externo,aplicado
39398,52467,2025-11-23,55982,pse,aplicado
39400,52469,2025-10-26,276023,recaudo_externo,aplicado
39401,52471,2025-10-30,17189,recaudo_externo,aplicado
39402,52472,2026-04-19,28926,recaudo_externo,aplicado
39403,52473,2025-10-12,106872,tarjeta_credito,aplicado
39404,52474,2026-01-29,101773,tarjeta_credito,aplicado
39405,52475,2026-02-15,103929,efectivo,aplicado
39406,52476,2026-04-30,99824,tarjeta_debito,aplicado
39407,52477,2025-10-19,147629,efectivo,aplicado
39409,52479,2025-10-18,19440,tarjeta_debito,aplicado
39410,52480,2025-12-10,27191,tarjeta_credito,aplicado
39411,52481,2026-04-15,19804,tarjeta_credito,aplicado
39412,52482,2025-10-29,39259,tarjeta_debito,aplicado
39413,52483,2025-11-24,41358,tarjeta_debito,aplicado
39414,52484,2026-01-10,53585,transferencia,aplicado
39415,52485,2026-02-09,54942,transferencia,aplicado
39416,52486,2026-03-30,45945,tarjeta_debito,aplicado
39417,52487,2025-10-24,41013,transferencia,aplicado
39418,52488,2025-10-23,205311,recaudo_externo,aplicado
39419,52492,2026-04-29,205249,recaudo_externo,aplicado
39420,52493,2025-11-10,99043,efectivo,parcial
39421,52494,2025-11-16,149730,transferencia,aplicado
39422,52495,2025-12-09,162190,recaudo_externo,aplicado
39423,52496,2026-04-05,160858,tarjeta_credito,aplicado
39424,52497,2025-12-29,31382,transferencia,aplicado
39425,52498,2026-02-27,45106,tarjeta_debito,aplicado
39427,52500,2026-01-23,128637,recaudo_externo,aplicado
39428,52501,2025-10-27,72734,tarjeta_credito,aplicado
39429,52502,2025-11-20,75793,tarjeta_debito,aplicado
39430,52505,2026-02-13,73355,recaudo_externo,aplicado
39431,52507,2025-11-23,12236,tarjeta_debito,aplicado
39432,52508,2025-10-14,15085,pse,aplicado
39433,52509,2026-02-21,20207,transferencia,aplicado
39434,52510,2025-10-14,15219,tarjeta_credito,aplicado
39435,52511,2025-10-08,52415,transferencia,aplicado
39437,52514,2026-04-12,69425,efectivo,aplicado
39438,52516,2025-12-20,41499,efectivo,aplicado
39439,52518,2025-11-13,47308,efectivo,parcial
39440,52520,2026-03-31,40216,tarjeta_credito,aplicado
39441,52521,2026-04-16,26197,efectivo,aplicado
39442,52523,2026-04-29,35085,efectivo,aplicado
39443,52524,2025-10-31,45902,recaudo_externo,aplicado
39444,52526,2025-10-28,75731,tarjeta_debito,aplicado
39445,52527,2026-03-20,66239,tarjeta_credito,aplicado
39446,52529,2025-10-26,158150,tarjeta_debito,aplicado
39447,52530,2025-11-20,106967,pse,aplicado
39448,52534,2026-02-11,91324,tarjeta_credito,aplicado
39449,52535,2026-03-16,95965,tarjeta_debito,aplicado
39450,52536,2025-10-23,29803,transferencia,aplicado
39451,52537,2026-02-25,12368,efectivo,parcial
39452,52538,2026-05-26,8228,recaudo_externo,parcial
39453,52540,2025-12-15,156688,tarjeta_debito,aplicado
39454,52541,2026-01-18,161537,tarjeta_credito,aplicado
39455,52544,2025-10-25,49736,transferencia,aplicado
39456,52547,2025-10-24,81525,tarjeta_credito,aplicado
39457,52548,2025-11-24,72880,pse,aplicado
39458,52549,2025-12-05,74890,pse,aplicado
39459,52551,2026-04-27,92097,recaudo_externo,aplicado
39460,52552,2025-10-13,300377,transferencia,aplicado
39462,52555,2025-10-24,41454,efectivo,aplicado
39463,52556,2025-11-23,48075,efectivo,aplicado
39464,52557,2026-02-20,51713,tarjeta_debito,aplicado
39465,52561,2026-01-28,176015,recaudo_externo,aplicado
39466,52563,2026-04-05,178866,transferencia,aplicado
39467,52564,2026-04-22,178350,tarjeta_debito,aplicado
39469,52566,2026-01-16,73187,tarjeta_credito,aplicado
39470,52568,2026-04-17,92094,pse,aplicado
39471,52569,2025-10-16,52304,efectivo,aplicado
39472,52570,2025-11-24,45045,efectivo,aplicado
39473,52571,2025-12-26,43469,tarjeta_debito,aplicado
39474,52573,2025-11-18,109175,efectivo,aplicado
39475,52574,2025-12-23,107610,transferencia,aplicado
39476,52575,2026-03-14,100464,tarjeta_credito,aplicado
39477,52577,2026-03-29,66938,efectivo,aplicado
39478,52578,2026-04-18,52717,recaudo_externo,aplicado
39479,52579,2025-10-15,64435,tarjeta_credito,aplicado
39480,52580,2025-11-22,64355,tarjeta_debito,aplicado
39482,52583,2026-01-31,176676,tarjeta_credito,aplicado
39483,52585,2026-02-21,96731,tarjeta_debito,aplicado
39485,52587,2026-04-12,108671,tarjeta_debito,aplicado
39486,52588,2025-10-10,329682,transferencia,aplicado
39487,52590,2025-10-05,66676,tarjeta_credito,aplicado
39488,52591,2025-11-11,49605,pse,aplicado
39489,52593,2026-03-09,64558,transferencia,aplicado
39490,52596,2026-01-29,34898,pse,aplicado
39491,52597,2026-03-03,48705,tarjeta_debito,aplicado
39492,52598,2026-04-26,40442,efectivo,aplicado
39493,52599,2025-10-14,63897,transferencia,aplicado
39495,52602,2026-04-15,68056,recaudo_externo,aplicado
39496,52603,2025-10-19,95764,pse,aplicado
39497,52605,2025-11-01,78160,recaudo_externo,aplicado
39498,52607,2026-03-23,97430,transferencia,aplicado
39499,52608,2025-11-10,23891,efectivo,parcial
39500,52609,2025-11-14,64560,tarjeta_debito,aplicado
39501,52610,2025-11-17,135732,pse,aplicado
39502,52612,2026-03-09,146930,transferencia,aplicado
39503,52613,2026-03-16,147496,recaudo_externo,aplicado
39504,52614,2025-10-15,94037,recaudo_externo,aplicado
39505,52616,2026-01-31,100828,tarjeta_debito,aplicado
39506,52618,2025-10-16,71174,efectivo,aplicado
39507,52619,2025-11-23,56946,efectivo,aplicado
39508,52620,2026-02-17,53456,tarjeta_debito,aplicado
39509,52622,2025-10-30,323921,efectivo,aplicado
39510,52623,2025-11-27,264337,efectivo,parcial
39511,52625,2026-01-12,308493,recaudo_externo,aplicado
39512,52626,2026-03-25,122933,recaudo_externo,parcial
39513,52627,2026-03-27,316527,efectivo,aplicado
39514,52629,2025-12-27,18010,pse,parcial
39515,52630,2025-12-18,67662,recaudo_externo,aplicado
39517,52633,2026-04-29,30518,efectivo,parcial
39519,52635,2025-12-20,36216,tarjeta_credito,aplicado
39521,52637,2026-03-30,31536,tarjeta_credito,aplicado
39522,52638,2025-11-17,158767,tarjeta_debito,aplicado
39523,52639,2025-12-08,150935,pse,aplicado
39524,52640,2026-03-27,145488,tarjeta_credito,aplicado
39525,52641,2026-05-13,154550,transferencia,aplicado
39526,52642,2026-04-10,56641,pse,aplicado
39527,52643,2026-04-03,48710,transferencia,aplicado
39528,52644,2025-10-29,289100,transferencia,aplicado
39529,52646,2026-01-15,294874,tarjeta_debito,aplicado
39530,52647,2025-10-24,27713,tarjeta_credito,aplicado
39531,52648,2026-01-08,42582,tarjeta_debito,aplicado
39532,52650,2025-10-17,95557,transferencia,aplicado
39534,52652,2026-02-04,102053,pse,aplicado
39535,52653,2026-03-16,89705,pse,aplicado
39536,52655,2025-10-21,33477,transferencia,aplicado
39537,52657,2025-10-16,54255,tarjeta_credito,aplicado
39538,52658,2026-04-06,45934,transferencia,aplicado
39539,52659,2026-04-17,61528,efectivo,aplicado
39540,52661,2026-01-16,47039,transferencia,aplicado
39541,52662,2026-02-19,60957,tarjeta_credito,aplicado
39542,52663,2026-04-26,51242,recaudo_externo,aplicado
39543,52664,2025-10-12,39541,transferencia,aplicado
39544,52666,2026-04-17,45612,tarjeta_debito,aplicado
39546,52670,2026-02-18,126673,tarjeta_debito,aplicado
39548,52672,2025-12-17,73507,pse,aplicado
39549,52673,2025-10-11,38294,efectivo,aplicado
39550,52674,2026-02-04,15610,tarjeta_credito,parcial
39551,52675,2026-03-18,36818,transferencia,aplicado
39552,52676,2025-10-26,92285,tarjeta_credito,aplicado
39554,52679,2025-12-31,187890,tarjeta_debito,aplicado
39556,52684,2026-02-04,155649,pse,aplicado
39557,52685,2026-03-02,156246,tarjeta_credito,aplicado
39558,52686,2026-03-20,161606,tarjeta_credito,aplicado
39559,52691,2025-10-23,156631,transferencia,aplicado
39560,52692,2025-12-15,166181,recaudo_externo,aplicado
39561,52693,2026-02-19,158472,efectivo,aplicado
39562,52694,2025-10-13,100633,recaudo_externo,aplicado
39563,52695,2025-12-26,102469,tarjeta_debito,aplicado
39564,52697,2026-03-10,91394,transferencia,aplicado
39565,52698,2025-10-17,49634,tarjeta_credito,aplicado
39566,52700,2026-03-10,39252,efectivo,parcial
39567,52701,2025-11-05,40000,tarjeta_credito,aplicado
39568,52703,2026-02-13,29593,efectivo,aplicado
39569,52704,2025-12-14,30329,tarjeta_credito,aplicado
39570,52705,2026-05-06,39060,tarjeta_credito,aplicado
39571,52706,2025-10-28,32734,tarjeta_debito,aplicado
39572,52707,2026-04-12,20606,transferencia,aplicado
39573,52708,2025-10-22,191571,tarjeta_debito,aplicado
39574,52711,2025-11-28,45023,pse,parcial
39575,52713,2025-11-05,282650,recaudo_externo,aplicado
39576,52714,2025-11-23,279297,tarjeta_debito,aplicado
39577,52715,2026-03-06,290601,recaudo_externo,aplicado
39578,52716,2026-05-02,277719,transferencia,aplicado
39579,52717,2025-11-17,121018,tarjeta_debito,aplicado
39581,52719,2026-01-20,154311,transferencia,aplicado
39582,52721,2025-10-29,71778,recaudo_externo,aplicado
39583,52722,2026-01-15,69463,pse,aplicado
39584,52723,2026-03-25,69749,recaudo_externo,aplicado
39585,52724,2025-10-31,107671,tarjeta_debito,aplicado
39586,52725,2025-12-18,96666,tarjeta_debito,aplicado
39587,52726,2026-02-07,112664,tarjeta_credito,aplicado
39588,52727,2025-11-05,18957,efectivo,aplicado
39589,52728,2025-10-11,34622,tarjeta_credito,aplicado
39590,52730,2025-10-28,36000,efectivo,aplicado
39591,52731,2025-12-26,42567,pse,aplicado
39592,52732,2025-10-30,61002,tarjeta_debito,aplicado
39593,52733,2025-11-29,48513,efectivo,aplicado
39594,52734,2026-02-24,50340,recaudo_externo,aplicado
39595,52736,2025-10-17,21646,tarjeta_debito,aplicado
39596,52739,2025-10-21,113503,tarjeta_debito,aplicado
39597,52740,2026-01-24,110334,efectivo,aplicado
39598,52743,2026-01-22,323637,transferencia,aplicado
39599,52744,2025-10-27,190193,tarjeta_credito,aplicado
39601,52748,2026-05-16,108261,efectivo,parcial
39602,52749,2025-10-11,40972,transferencia,aplicado
39604,52751,2026-02-12,36215,tarjeta_debito,aplicado
39605,52752,2026-04-12,30375,pse,aplicado
39606,52755,2026-01-03,39759,tarjeta_debito,aplicado
39607,52756,2026-04-26,36059,transferencia,aplicado
39608,52758,2025-12-06,45492,recaudo_externo,aplicado
39609,52760,2025-11-23,20255,efectivo,parcial
39610,52761,2026-05-06,39908,transferencia,aplicado
39611,52763,2026-02-26,44326,efectivo,aplicado
39612,52764,2025-10-25,26547,transferencia,aplicado
39613,52765,2025-12-27,35370,tarjeta_debito,aplicado
39614,52766,2025-10-31,73440,pse,aplicado
39615,52767,2025-12-01,80113,pse,aplicado
39616,52768,2026-01-16,72877,recaudo_externo,aplicado
39617,52773,2026-02-12,91284,efectivo,aplicado
39618,52774,2026-03-11,89085,tarjeta_debito,aplicado
39619,52775,2026-04-19,102731,tarjeta_debito,aplicado
39620,52776,2025-10-10,70038,transferencia,aplicado
39621,52778,2026-02-09,74640,tarjeta_debito,aplicado
39622,52779,2026-03-15,69405,recaudo_externo,aplicado
39623,52781,2026-01-16,157983,recaudo_externo,aplicado
39624,52783,2025-10-20,24794,tarjeta_debito,aplicado
39625,52784,2026-02-15,29221,tarjeta_credito,aplicado
39626,52785,2025-10-09,80239,pse,aplicado
39627,52787,2026-01-03,77473,efectivo,aplicado
39628,52790,2026-03-28,45965,recaudo_externo,aplicado
39629,52791,2025-10-29,96369,efectivo,aplicado
39630,52793,2026-03-03,97942,efectivo,aplicado
39631,52794,2025-10-29,67163,tarjeta_credito,aplicado
39632,52797,2026-01-07,62263,tarjeta_debito,aplicado
39633,52798,2025-10-26,86105,recaudo_externo,aplicado
39634,52799,2025-11-30,95235,transferencia,aplicado
39635,52801,2026-05-04,84511,transferencia,aplicado
39636,52802,2025-10-30,42973,tarjeta_debito,aplicado
39638,52804,2025-12-29,36208,efectivo,aplicado
39639,52805,2026-03-18,36777,tarjeta_credito,aplicado
39640,52806,2025-11-13,180878,efectivo,aplicado
39643,52810,2025-11-01,79738,tarjeta_debito,aplicado
39644,52811,2025-11-25,83417,pse,aplicado
39645,52812,2026-02-25,84105,transferencia,aplicado
39646,52813,2025-11-07,43646,transferencia,aplicado
39647,52814,2025-12-18,56496,transferencia,aplicado
39648,52815,2025-10-26,37357,tarjeta_credito,aplicado
39649,52817,2026-01-29,34054,pse,aplicado
39650,52819,2026-03-19,312559,pse,aplicado
39651,52820,2026-05-04,313846,recaudo_externo,aplicado
39653,52824,2025-11-16,12402,transferencia,parcial
39654,52826,2025-11-13,100632,efectivo,parcial
39657,52831,2026-01-25,74795,efectivo,aplicado
39658,52832,2026-03-20,76245,recaudo_externo,aplicado
39659,52833,2026-04-24,93464,tarjeta_credito,aplicado
39660,52834,2025-10-20,55462,recaudo_externo,aplicado
39662,52836,2026-01-23,42787,efectivo,aplicado
39663,52837,2026-03-30,13660,tarjeta_debito,parcial
39664,52839,2026-02-27,19971,transferencia,aplicado
39665,52840,2025-11-03,28779,pse,aplicado
39666,52841,2025-11-11,24799,transferencia,aplicado
39667,52842,2026-04-24,35061,tarjeta_debito,aplicado
39668,52843,2026-02-28,59912,transferencia,aplicado
39669,52845,2025-12-14,89044,tarjeta_debito,aplicado
39670,52846,2025-10-29,39538,transferencia,aplicado
39671,52849,2025-11-25,261206,tarjeta_debito,aplicado
39672,52851,2026-03-30,256720,pse,aplicado
39673,52852,2026-05-02,257643,tarjeta_credito,aplicado
39674,52853,2026-03-20,23559,recaudo_externo,aplicado
39677,52857,2026-05-02,170266,tarjeta_credito,aplicado
39678,52859,2026-04-08,291618,transferencia,aplicado
39679,52860,2025-10-13,64663,recaudo_externo,aplicado
39680,52861,2025-11-21,63878,efectivo,aplicado
39682,52865,2026-03-27,69495,recaudo_externo,aplicado
39683,52866,2026-03-21,312695,recaudo_externo,aplicado
39684,52868,2025-10-25,35515,recaudo_externo,aplicado
39685,52869,2025-12-02,43812,transferencia,aplicado
39686,52871,2026-01-10,186896,recaudo_externo,aplicado
39687,52873,2025-11-03,48088,transferencia,aplicado
39688,52874,2025-12-26,34675,efectivo,aplicado
39689,52875,2026-05-26,12586,efectivo,parcial
39690,52876,2025-10-04,81709,transferencia,aplicado
39691,52877,2025-11-16,93573,recaudo_externo,aplicado
39692,52879,2025-11-04,170079,recaudo_externo,aplicado
