id_caso,id_cliente,id_tipo_servicio,id_motivo,descripcion_caso,fecha_apertura,fecha_cierre,estado_caso,resuelto_primer_contacto,prioridad
80263,53112,1,3,Caso 80263 asociado a motivo 3,2025-07-28 10:11:47,,en_proceso,0,alta
80264,59286,2,5,Caso 80264 asociado a motivo 5,2025-12-09 19:29:23,2025-12-18 20:29:23,cerrado,1,alta
80265,19400,3,9,Caso 80265 asociado a motivo 9,2025-07-18 17:27:05,2025-07-18 21:27:05,cerrado,1,media
80266,99870,4,12,Caso 80266 asociado a motivo 12,2026-01-21 16:28:41,2026-02-11 02:28:41,cerrado,1,alta
80267,76167,2,5,Caso 80267 asociado a motivo 5,2025-06-21 17:54:29,2025-06-27 03:54:29,cerrado,1,baja
80268,22520,1,1,Caso 80268 asociado a motivo 1,2025-08-03 13:49:02,,en_proceso,0,baja
80269,32865,5,15,Caso 80269 asociado a motivo 15,2026-03-18 13:26:54,2026-04-01 23:26:54,cerrado,1,alta
80270,19783,1,3,Caso 80270 asociado a motivo 3,2025-07-21 13:51:50,2025-08-02 19:51:50,cerrado,1,baja
80271,9071,1,2,Caso 80271 asociado a motivo 2,2025-10-23 09:36:34,2025-11-01 12:36:34,cerrado,1,baja
80272,88927,5,14,Caso 80272 asociado a motivo 14,2025-08-11 10:40:47,2025-08-18 16:40:47,cerrado,1,media
80273,68911,3,9,Caso 80273 asociado a motivo 9,2025-10-03 10:02:59,2025-10-16 14:02:59,cerrado,1,alta
80274,99527,1,1,Caso 80274 asociado a motivo 1,2025-06-23 13:28:13,2025-07-12 14:28:13,cerrado,0,media
80275,112694,2,4,Caso 80275 asociado a motivo 4,2026-01-16 13:08:39,2026-02-08 18:41:45,cerrado,0,media
80276,112911,4,12,Caso 80276 asociado a motivo 12,2025-10-22 17:30:11,,en_proceso,0,media
80277,92549,2,5,Caso 80277 asociado a motivo 5,2026-03-02 09:22:00,2026-03-07 14:22:00,cerrado,1,media
80278,77134,3,7,Caso 80278 asociado a motivo 7,2025-12-23 14:59:25,,en_proceso,0,alta
80279,1286,2,4,Caso 80279 asociado a motivo 4,2025-12-15 14:57:34,2025-12-26 17:57:34,cerrado,1,baja
80280,16814,5,15,Caso 80280 asociado a motivo 15,2026-02-17 15:21:14,2026-02-28 00:21:14,cerrado,0,media
80281,19889,4,10,Caso 80281 asociado a motivo 10,2026-03-17 23:14:05,2026-03-31 03:14:05,cerrado,0,critica
80282,78887,3,9,Caso 80282 asociado a motivo 9,2026-01-27 09:53:31,2026-02-27 11:09:30,cerrado,0,alta
80283,4603,1,2,Caso 80283 asociado a motivo 2,2025-11-21 18:51:34,2025-12-06 04:51:34,cerrado,0,critica
80284,23612,1,3,Caso 80284 asociado a motivo 3,2025-09-23 11:16:02,2025-09-24 16:16:02,cerrado,1,media
80285,24447,2,6,Caso 80285 asociado a motivo 6,2025-06-19 22:00:03,2025-06-22 05:00:03,cerrado,1,baja
80286,77443,5,14,Caso 80286 asociado a motivo 14,2025-08-02 11:35:02,2025-08-20 15:35:02,cerrado,1,media
80287,2555,1,2,Caso 80287 asociado a motivo 2,2025-09-06 07:16:33,2025-09-18 14:16:33,cerrado,1,baja
80288,62079,5,15,Caso 80288 asociado a motivo 15,2026-01-01 17:46:23,2026-01-14 04:46:23,cerrado,1,media
80289,63120,5,13,Caso 80289 asociado a motivo 13,2025-10-25 16:00:40,2025-11-12 17:00:40,cerrado,1,baja
80290,46333,5,14,Caso 80290 asociado a motivo 14,2026-03-31 10:09:12,,en_proceso,0,media
80291,12698,2,5,Caso 80291 asociado a motivo 5,2025-06-05 08:10:13,2025-06-13 15:10:13,cerrado,1,media
80292,81006,3,7,Caso 80292 asociado a motivo 7,2025-10-29 10:52:50,2025-11-17 09:04:41,cerrado,0,media
80293,67599,5,13,Caso 80293 asociado a motivo 13,2025-07-16 03:48:19,2025-07-22 08:48:19,cerrado,0,baja
80294,24447,2,6,Caso 80294 asociado a motivo 6,2026-02-12 21:28:33,,en_proceso,0,baja
80295,112137,1,2,Caso 80295 asociado a motivo 2,2025-07-07 17:15:01,2025-07-21 23:15:01,cerrado,1,baja
80296,48382,5,14,Caso 80296 asociado a motivo 14,2025-06-02 08:01:03,,en_proceso,0,baja
80297,25669,1,2,Caso 80297 asociado a motivo 2,2026-01-05 20:25:33,2026-01-13 23:25:33,cerrado,1,alta
80298,122213,4,12,Caso 80298 asociado a motivo 12,2025-10-19 17:29:57,2025-11-08 17:29:57,cerrado,1,media
80299,7052,5,13,Caso 80299 asociado a motivo 13,2026-04-08 11:31:07,2026-04-10 21:31:07,cerrado,1,baja
80300,7820,2,6,Caso 80300 asociado a motivo 6,2026-04-10 14:13:45,2026-04-27 00:13:45,cerrado,1,media
80301,90405,4,11,Caso 80301 asociado a motivo 11,2025-09-28 20:34:53,2025-10-09 20:34:53,cerrado,1,media
80302,25575,2,6,Caso 80302 asociado a motivo 6,2026-01-23 10:21:54,,en_proceso,0,media
80303,92011,1,3,Caso 80303 asociado a motivo 3,2025-11-07 07:25:33,,en_proceso,0,alta
80304,94571,5,13,Caso 80304 asociado a motivo 13,2025-11-29 18:25:40,2025-12-15 11:10:17,cerrado,0,media
80305,64410,3,7,Caso 80305 asociado a motivo 7,2025-10-30 14:38:41,2025-11-13 00:38:41,cerrado,1,alta
80306,83189,2,6,Caso 80306 asociado a motivo 6,2025-06-27 09:57:59,2025-07-31 06:43:34,cerrado,0,media
80307,22793,5,15,Caso 80307 asociado a motivo 15,2025-08-04 14:31:09,2025-08-07 00:31:09,cerrado,1,alta
80308,109461,5,14,Caso 80308 asociado a motivo 14,2025-06-20 11:23:17,,en_proceso,0,critica
80309,37806,2,6,Caso 80309 asociado a motivo 6,2026-02-16 15:41:27,,en_proceso,0,alta
80310,121697,5,15,Caso 80310 asociado a motivo 15,2025-11-30 16:17:18,2025-12-07 16:17:18,cerrado,0,baja
80311,45087,2,4,Caso 80311 asociado a motivo 4,2025-12-03 11:03:41,,en_proceso,0,baja
80312,61005,5,15,Caso 80312 asociado a motivo 15,2026-04-09 09:47:09,2026-04-27 14:47:09,cancelado,0,media
80313,101732,1,2,Caso 80313 asociado a motivo 2,2026-04-27 10:28:08,2026-05-08 19:28:08,cerrado,0,baja
80314,20751,1,1,Caso 80314 asociado a motivo 1,2025-08-22 08:17:12,2025-09-20 17:29:50,cerrado,0,baja
80315,65808,5,15,Caso 80315 asociado a motivo 15,2025-09-23 07:06:57,2025-09-23 10:06:57,cerrado,1,media
80316,118582,1,1,Caso 80316 asociado a motivo 1,2025-07-10 12:06:14,2025-07-13 23:06:14,cerrado,1,baja
80317,14961,5,13,Caso 80317 asociado a motivo 13,2025-08-09 11:05:38,,en_proceso,0,media
80318,119115,1,3,Caso 80318 asociado a motivo 3,2026-05-09 15:55:19,,en_proceso,0,alta
80319,78828,2,5,Caso 80319 asociado a motivo 5,2026-05-06 08:09:50,2026-05-21 18:09:50,cerrado,0,critica
80320,38273,4,10,Caso 80320 asociado a motivo 10,2026-03-10 14:44:04,2026-03-27 23:44:04,cerrado,1,baja
80321,68965,4,11,Caso 80321 asociado a motivo 11,2026-03-19 13:46:20,2026-03-19 17:46:20,cerrado,1,media
80322,11812,5,14,Caso 80322 asociado a motivo 14,2026-03-02 18:26:31,2026-03-05 14:07:15,cerrado,0,baja
80323,115099,3,7,Caso 80323 asociado a motivo 7,2025-11-20 14:04:49,2025-12-09 17:04:49,cerrado,0,baja
80324,15311,5,14,Caso 80324 asociado a motivo 14,2026-04-24 16:42:23,2026-04-26 19:42:23,cerrado,1,baja
80325,122757,3,8,Caso 80325 asociado a motivo 8,2025-08-27 21:55:23,,en_proceso,0,media
80326,33699,2,5,Caso 80326 asociado a motivo 5,2025-07-24 10:33:14,2025-07-27 17:51:57,cerrado,0,media
80327,12652,3,8,Caso 80327 asociado a motivo 8,2025-07-02 00:37:18,2025-07-03 00:37:18,cerrado,1,media
80328,51381,4,10,Caso 80328 asociado a motivo 10,2026-04-27 21:22:51,2026-05-18 04:22:51,cerrado,1,baja
80329,12383,4,12,Caso 80329 asociado a motivo 12,2025-08-12 09:18:04,,en_proceso,0,alta
80330,10462,4,12,Caso 80330 asociado a motivo 12,2025-10-24 19:40:09,2025-11-07 02:40:09,cerrado,1,media
80331,107155,4,11,Caso 80331 asociado a motivo 11,2026-01-01 17:08:01,2026-01-12 02:08:01,cerrado,1,baja
80332,67016,5,15,Caso 80332 asociado a motivo 15,2026-02-12 11:20:10,2026-02-22 17:20:10,cerrado,1,critica
80333,118662,3,7,Caso 80333 asociado a motivo 7,2026-05-01 15:38:21,2026-05-10 02:38:21,cerrado,1,baja
80334,82852,3,7,Caso 80334 asociado a motivo 7,2026-05-06 16:29:57,2026-05-20 16:29:57,cerrado,0,media
80335,96646,5,13,Caso 80335 asociado a motivo 13,2025-10-31 19:41:49,2025-11-19 00:41:49,cerrado,1,alta
80336,117811,2,5,Caso 80336 asociado a motivo 5,2026-04-06 16:08:14,2026-04-21 18:08:14,cerrado,0,baja
80337,86672,2,6,Caso 80337 asociado a motivo 6,2025-06-10 15:09:56,2025-06-25 05:50:58,cancelado,0,baja
80338,99802,5,13,Caso 80338 asociado a motivo 13,2026-02-05 09:16:48,,en_proceso,0,critica
80339,122683,5,13,Caso 80339 asociado a motivo 13,2025-07-29 08:32:35,2025-08-14 17:32:35,cancelado,0,baja
80340,45601,1,3,Caso 80340 asociado a motivo 3,2025-06-09 15:52:20,,en_proceso,0,media
80341,71544,4,12,Caso 80341 asociado a motivo 12,2026-03-26 17:30:55,2026-04-05 22:30:55,cerrado,1,media
80342,20287,4,10,Caso 80342 asociado a motivo 10,2025-06-10 13:03:29,2025-06-19 17:03:29,cerrado,1,baja
80343,5610,2,6,Caso 80343 asociado a motivo 6,2026-01-31 15:04:03,2026-02-05 21:04:03,cerrado,1,baja
80344,7478,2,4,Caso 80344 asociado a motivo 4,2026-05-04 17:46:53,2026-05-15 20:46:53,cerrado,1,media
80345,95711,5,14,Caso 80345 asociado a motivo 14,2025-11-25 12:00:00,2025-12-14 13:00:00,cerrado,1,media
80346,12912,4,10,Caso 80346 asociado a motivo 10,2025-09-08 12:05:40,2025-09-21 22:05:40,cerrado,0,media
80347,36858,1,2,Caso 80347 asociado a motivo 2,2026-04-07 04:21:13,2026-04-19 12:21:13,cerrado,1,media
80348,11407,1,2,Caso 80348 asociado a motivo 2,2026-01-08 08:51:18,,en_proceso,0,alta
80349,10172,1,2,Caso 80349 asociado a motivo 2,2025-09-24 15:27:19,2025-09-28 02:27:19,cerrado,0,media
80350,45892,2,4,Caso 80350 asociado a motivo 4,2025-12-17 17:43:54,2026-01-02 01:43:54,cerrado,0,media
80351,12149,3,9,Caso 80351 asociado a motivo 9,2026-02-20 08:56:25,,en_proceso,0,media
80352,64341,2,4,Caso 80352 asociado a motivo 4,2026-05-07 15:12:57,,en_proceso,0,media
80353,57269,5,14,Caso 80353 asociado a motivo 14,2025-06-11 18:30:04,2025-06-18 12:09:05,cerrado,0,media
80354,14899,4,12,Caso 80354 asociado a motivo 12,2025-11-18 09:45:43,2025-11-30 19:45:43,cerrado,1,media
80355,42687,2,6,Caso 80355 asociado a motivo 6,2025-12-18 20:03:37,2025-12-29 20:03:37,cerrado,0,alta
80356,78640,5,13,Caso 80356 asociado a motivo 13,2025-11-04 10:26:43,2025-11-07 14:26:43,cerrado,1,media
80357,107351,1,1,Caso 80357 asociado a motivo 1,2025-09-16 19:44:03,2025-09-23 22:44:03,cerrado,1,baja
80358,89773,3,8,Caso 80358 asociado a motivo 8,2025-07-23 10:34:15,2025-08-10 18:34:15,cerrado,0,media
80359,114946,5,15,Caso 80359 asociado a motivo 15,2025-06-16 03:00:59,2025-07-05 08:04:28,cerrado,0,baja
80360,92495,1,1,Caso 80360 asociado a motivo 1,2025-12-31 18:09:01,2026-01-05 20:09:01,cerrado,1,media
80361,56704,2,4,Caso 80361 asociado a motivo 4,2026-03-04 16:32:07,2026-03-16 17:32:07,cerrado,1,media
80362,52054,1,3,Caso 80362 asociado a motivo 3,2026-03-03 18:50:45,2026-03-23 22:50:45,cerrado,1,media
80363,29788,5,15,Caso 80363 asociado a motivo 15,2026-03-22 13:05:46,,en_proceso,0,media
80364,16268,1,1,Caso 80364 asociado a motivo 1,2026-05-05 09:48:01,2026-05-18 18:48:01,cerrado,0,media
80365,65798,3,7,Caso 80365 asociado a motivo 7,2025-10-08 08:47:10,2025-10-22 09:47:10,cerrado,1,baja
80366,46381,1,3,Caso 80366 asociado a motivo 3,2026-05-16 12:04:29,,en_proceso,0,media
80367,13350,5,13,Caso 80367 asociado a motivo 13,2026-03-04 14:38:26,2026-03-22 22:38:26,cerrado,1,baja
80368,12907,5,14,Caso 80368 asociado a motivo 14,2025-12-01 10:29:28,,en_proceso,0,media
80369,25812,2,5,Caso 80369 asociado a motivo 5,2025-11-20 07:18:07,2025-12-09 12:18:07,cerrado,1,media
80370,29503,2,4,Caso 80370 asociado a motivo 4,2025-09-12 21:20:52,2025-10-02 08:20:52,cerrado,0,media
80371,101519,2,6,Caso 80371 asociado a motivo 6,2026-05-07 20:31:01,,en_proceso,0,alta
80372,115024,1,2,Caso 80372 asociado a motivo 2,2025-08-11 00:02:19,2025-08-30 09:02:19,cancelado,0,media
80373,7248,5,15,Caso 80373 asociado a motivo 15,2025-09-22 16:34:22,,en_proceso,0,critica
80374,118576,1,1,Caso 80374 asociado a motivo 1,2026-03-07 08:14:58,2026-03-18 17:29:10,cerrado,0,baja
80375,104263,1,2,Caso 80375 asociado a motivo 2,2025-06-09 10:25:42,2025-06-28 16:25:42,cerrado,1,media
80376,59333,1,3,Caso 80376 asociado a motivo 3,2026-03-23 08:11:47,2026-03-31 10:22:30,cerrado,0,media
80377,5585,3,7,Caso 80377 asociado a motivo 7,2025-07-28 14:42:32,2025-08-11 00:42:32,cerrado,1,media
80378,115190,1,1,Caso 80378 asociado a motivo 1,2025-10-16 18:13:50,2025-10-20 20:13:50,cerrado,1,baja
80379,78413,5,14,Caso 80379 asociado a motivo 14,2026-04-22 16:47:50,2026-04-28 08:03:24,cerrado,0,media
80380,55711,2,5,Caso 80380 asociado a motivo 5,2026-03-02 12:14:49,2026-03-21 13:14:49,cerrado,1,baja
80381,99948,2,5,Caso 80381 asociado a motivo 5,2026-04-28 09:17:01,2026-05-17 10:17:01,cerrado,0,media
80382,105187,2,5,Caso 80382 asociado a motivo 5,2026-02-21 14:36:49,2026-03-01 15:36:49,cerrado,0,baja
80383,5349,1,1,Caso 80383 asociado a motivo 1,2026-01-22 01:16:02,,en_proceso,0,baja
80384,88598,4,11,Caso 80384 asociado a motivo 11,2026-05-22 04:26:08,,en_proceso,0,alta
80385,42930,5,14,Caso 80385 asociado a motivo 14,2025-12-07 10:00:58,2025-12-17 13:09:15,cerrado,0,baja
80386,65358,1,1,Caso 80386 asociado a motivo 1,2026-01-02 12:59:40,2026-01-06 21:59:40,cerrado,1,critica
80387,47631,3,7,Caso 80387 asociado a motivo 7,2026-05-03 17:12:17,2026-05-19 18:12:17,cerrado,1,media
80388,25508,5,15,Caso 80388 asociado a motivo 15,2026-04-19 18:41:36,2026-05-09 00:41:36,cerrado,0,baja
80389,93269,2,6,Caso 80389 asociado a motivo 6,2025-06-05 00:39:28,,en_proceso,0,critica
80390,66113,1,1,Caso 80390 asociado a motivo 1,2025-09-22 13:11:14,2025-10-08 00:11:14,cerrado,1,media
80391,107654,1,2,Caso 80391 asociado a motivo 2,2026-01-26 16:49:51,2026-02-04 07:01:35,cancelado,0,alta
80392,78070,3,9,Caso 80392 asociado a motivo 9,2026-02-19 15:53:35,2026-03-13 10:12:20,cerrado,0,baja
80393,72450,5,15,Caso 80393 asociado a motivo 15,2026-05-24 00:03:21,2026-05-26 23:59:59,cerrado,0,media
80394,100240,4,12,Caso 80394 asociado a motivo 12,2025-07-07 07:28:04,2025-07-22 07:28:04,cerrado,1,baja
80395,73544,2,5,Caso 80395 asociado a motivo 5,2025-10-29 09:54:32,2025-11-16 17:54:32,cerrado,0,media
80396,49285,5,14,Caso 80396 asociado a motivo 14,2025-07-08 15:05:28,2025-07-16 17:05:28,cerrado,1,media
80397,123713,5,13,Caso 80397 asociado a motivo 13,2025-10-03 14:13:15,2025-10-20 17:13:15,cerrado,0,alta
80398,113887,2,5,Caso 80398 asociado a motivo 5,2026-03-05 15:45:50,,en_proceso,0,alta
80399,36563,5,15,Caso 80399 asociado a motivo 15,2025-07-25 16:52:16,2025-07-27 01:52:16,cerrado,1,alta
80400,114016,1,3,Caso 80400 asociado a motivo 3,2025-07-21 11:28:55,,en_proceso,0,baja
80401,72026,1,3,Caso 80401 asociado a motivo 3,2026-02-10 11:35:41,2026-02-14 20:35:41,cerrado,1,baja
80402,124749,1,3,Caso 80402 asociado a motivo 3,2026-03-13 18:04:31,,en_proceso,0,baja
80403,59262,5,13,Caso 80403 asociado a motivo 13,2026-05-06 10:54:33,2026-05-11 15:54:33,cerrado,1,media
80404,117377,3,7,Caso 80404 asociado a motivo 7,2026-05-21 13:43:48,2026-05-26 19:00:00,cerrado,0,alta
80405,64644,3,9,Caso 80405 asociado a motivo 9,2025-12-16 13:02:17,2025-12-23 13:02:17,cerrado,1,baja
80406,95791,1,1,Caso 80406 asociado a motivo 1,2025-07-28 10:10:01,2025-08-07 13:10:01,cerrado,1,media
80407,31435,1,3,Caso 80407 asociado a motivo 3,2025-10-20 12:32:45,2025-10-21 17:32:45,cerrado,1,baja
80408,46669,2,4,Caso 80408 asociado a motivo 4,2025-07-13 07:04:25,2025-08-03 22:42:46,cerrado,0,baja
80409,114895,1,1,Caso 80409 asociado a motivo 1,2025-08-18 15:04:25,,en_proceso,0,media
80410,81046,3,8,Caso 80410 asociado a motivo 8,2026-05-03 17:50:21,,en_proceso,0,media
80411,110038,5,15,Caso 80411 asociado a motivo 15,2026-02-03 18:32:45,2026-02-05 03:32:45,cerrado,1,media
80412,25310,5,14,Caso 80412 asociado a motivo 14,2025-08-28 11:18:35,2025-09-17 11:18:35,cerrado,1,media
80413,18882,2,5,Caso 80413 asociado a motivo 5,2025-07-11 09:13:50,,en_proceso,0,baja
80414,44447,2,5,Caso 80414 asociado a motivo 5,2025-10-19 10:01:37,,en_proceso,0,alta
80415,95766,5,15,Caso 80415 asociado a motivo 15,2025-07-30 22:55:26,2025-08-18 15:16:48,cerrado,0,critica
80416,15951,2,6,Caso 80416 asociado a motivo 6,2025-12-27 18:03:02,,en_proceso,0,media
80417,115337,1,2,Caso 80417 asociado a motivo 2,2026-05-03 15:26:07,2026-05-08 16:26:07,cerrado,1,baja
80418,2270,2,6,Caso 80418 asociado a motivo 6,2026-04-14 16:49:06,2026-04-23 03:49:06,cerrado,0,baja
80419,71533,2,4,Caso 80419 asociado a motivo 4,2025-08-20 00:26:18,2025-09-16 11:17:46,cerrado,0,media
80420,107356,5,13,Caso 80420 asociado a motivo 13,2025-12-07 14:27:27,2025-12-23 19:27:27,cerrado,1,alta
80421,15701,5,15,Caso 80421 asociado a motivo 15,2026-01-21 17:40:52,2026-01-31 08:03:36,cerrado,0,media
80422,23415,5,13,Caso 80422 asociado a motivo 13,2026-02-12 07:14:34,2026-02-23 14:11:07,cancelado,0,critica
80423,50780,1,1,Caso 80423 asociado a motivo 1,2026-05-13 17:45:54,2026-05-19 20:45:54,cerrado,1,media
80424,8382,5,13,Caso 80424 asociado a motivo 13,2025-09-02 10:12:26,,en_proceso,0,media
80425,27269,5,13,Caso 80425 asociado a motivo 13,2026-05-22 00:09:19,,en_proceso,0,baja
80426,79984,1,2,Caso 80426 asociado a motivo 2,2026-02-26 13:59:53,2026-03-09 17:12:07,cerrado,0,baja
80427,40004,2,5,Caso 80427 asociado a motivo 5,2026-01-02 09:45:38,,en_proceso,0,media
80428,58578,2,4,Caso 80428 asociado a motivo 4,2026-01-16 15:57:04,,en_proceso,0,baja
80429,2002,2,6,Caso 80429 asociado a motivo 6,2026-01-07 11:25:52,,en_proceso,0,baja
80430,42916,3,8,Caso 80430 asociado a motivo 8,2025-12-24 08:47:46,2025-12-25 16:47:46,cerrado,1,media
80431,79364,1,3,Caso 80431 asociado a motivo 3,2026-01-30 14:19:36,2026-02-18 22:19:36,cerrado,1,media
80432,36260,5,14,Caso 80432 asociado a motivo 14,2026-02-05 10:04:23,2026-02-14 12:12:34,cerrado,0,alta
80433,12683,1,1,Caso 80433 asociado a motivo 1,2026-04-10 11:57:04,2026-04-12 13:57:04,cerrado,1,media
80434,71917,5,13,Caso 80434 asociado a motivo 13,2026-04-13 18:05:45,2026-04-30 02:05:45,cerrado,0,baja
80435,66876,5,13,Caso 80435 asociado a motivo 13,2025-09-30 20:29:19,2025-10-08 02:29:19,cerrado,1,baja
80436,27946,1,3,Caso 80436 asociado a motivo 3,2026-05-05 15:08:58,,en_proceso,0,baja
80437,112501,4,11,Caso 80437 asociado a motivo 11,2025-07-01 15:52:45,2025-07-11 23:52:45,cerrado,0,baja
80438,64994,1,3,Caso 80438 asociado a motivo 3,2026-05-18 10:10:18,,en_proceso,0,baja
80439,26016,3,8,Caso 80439 asociado a motivo 8,2026-02-10 11:26:58,,en_proceso,0,alta
80440,73866,2,6,Caso 80440 asociado a motivo 6,2026-01-02 17:34:13,,en_proceso,0,media
80441,9096,4,11,Caso 80441 asociado a motivo 11,2025-08-13 16:57:50,2025-08-28 21:57:50,cerrado,1,media
80442,63146,3,7,Caso 80442 asociado a motivo 7,2025-07-02 02:03:04,2025-07-21 05:03:04,cancelado,0,baja
80443,99400,1,1,Caso 80443 asociado a motivo 1,2025-06-16 21:19:54,2025-07-01 18:11:10,cerrado,0,media
80444,65700,3,9,Caso 80444 asociado a motivo 9,2025-08-12 12:35:48,2025-08-20 22:35:48,cerrado,1,media
80445,95434,3,9,Caso 80445 asociado a motivo 9,2025-11-13 19:31:33,2025-12-02 22:31:33,cerrado,1,alta
80446,54683,2,6,Caso 80446 asociado a motivo 6,2025-07-09 11:43:57,2025-07-25 14:43:57,cerrado,0,media
80447,9864,5,15,Caso 80447 asociado a motivo 15,2025-08-20 08:25:09,2025-09-01 14:25:09,cerrado,1,alta
80448,42683,5,14,Caso 80448 asociado a motivo 14,2025-08-19 07:51:48,2025-09-03 17:51:48,cerrado,0,baja
80449,88463,5,15,Caso 80449 asociado a motivo 15,2025-07-16 09:20:40,2025-07-26 08:02:19,cancelado,0,baja
80450,6841,2,5,Caso 80450 asociado a motivo 5,2026-01-22 11:08:27,2026-02-02 13:08:27,cerrado,1,media
80451,45126,1,1,Caso 80451 asociado a motivo 1,2025-08-11 17:41:56,2025-08-11 19:41:56,cerrado,0,media
80452,56624,2,4,Caso 80452 asociado a motivo 4,2026-03-27 11:06:20,2026-04-12 22:06:20,cerrado,0,alta
80453,87518,5,14,Caso 80453 asociado a motivo 14,2025-08-10 06:00:12,2025-09-03 14:16:46,cancelado,0,baja
80454,18987,1,2,Caso 80454 asociado a motivo 2,2025-09-05 17:23:23,2025-09-15 00:23:23,cerrado,1,media
80455,93802,2,5,Caso 80455 asociado a motivo 5,2026-03-16 05:28:23,,en_proceso,0,media
80456,76988,5,14,Caso 80456 asociado a motivo 14,2025-08-21 17:57:17,2025-09-03 18:57:17,cerrado,0,baja
80457,37708,5,15,Caso 80457 asociado a motivo 15,2025-11-17 10:16:02,2025-12-22 08:06:41,cerrado,0,media
80458,105977,2,4,Caso 80458 asociado a motivo 4,2026-05-04 11:21:40,2026-05-18 20:21:40,cerrado,1,alta
80459,58016,4,12,Caso 80459 asociado a motivo 12,2026-04-13 10:48:38,2026-04-21 15:55:20,cancelado,0,media
80460,5029,1,2,Caso 80460 asociado a motivo 2,2025-10-17 09:43:06,2025-10-25 19:43:06,cerrado,1,media
80461,36050,2,5,Caso 80461 asociado a motivo 5,2026-03-24 09:20:18,,en_proceso,0,alta
80462,56606,1,2,Caso 80462 asociado a motivo 2,2026-05-04 07:56:00,,en_proceso,0,alta
80463,35292,5,15,Caso 80463 asociado a motivo 15,2025-06-04 08:29:19,,en_proceso,0,alta
80464,107471,3,7,Caso 80464 asociado a motivo 7,2026-05-17 11:37:40,2026-05-26 23:59:59,cerrado,1,critica
80465,75406,1,2,Caso 80465 asociado a motivo 2,2025-08-20 14:17:15,2025-09-08 14:17:15,cerrado,1,baja
80466,67710,5,15,Caso 80466 asociado a motivo 15,2026-04-07 12:09:56,2026-04-12 12:09:56,cerrado,1,media
80467,13233,3,7,Caso 80467 asociado a motivo 7,2026-01-01 09:24:32,2026-01-02 11:24:32,cerrado,0,baja
80468,1324,2,5,Caso 80468 asociado a motivo 5,2025-06-19 14:59:14,,en_proceso,0,media
80469,31022,2,6,Caso 80469 asociado a motivo 6,2026-02-06 14:57:29,2026-02-15 19:19:12,cancelado,0,media
80470,24006,1,3,Caso 80470 asociado a motivo 3,2026-03-26 16:17:18,2026-03-29 00:17:18,cerrado,1,alta
80471,66315,4,11,Caso 80471 asociado a motivo 11,2025-12-25 17:29:11,2026-01-02 00:29:11,cerrado,1,media
80472,122560,5,15,Caso 80472 asociado a motivo 15,2026-04-17 08:32:13,2026-04-22 10:32:13,cerrado,0,baja
80473,86660,2,6,Caso 80473 asociado a motivo 6,2025-06-04 16:02:46,2025-06-29 12:55:53,cerrado,0,media
80474,68194,2,4,Caso 80474 asociado a motivo 4,2026-04-06 08:54:19,,en_proceso,0,baja
80475,22494,2,5,Caso 80475 asociado a motivo 5,2025-10-08 08:25:37,2025-10-23 15:55:40,cancelado,0,baja
80476,100664,5,13,Caso 80476 asociado a motivo 13,2025-11-25 09:14:04,,en_proceso,0,media
80477,48043,2,6,Caso 80477 asociado a motivo 6,2025-07-17 10:47:40,2025-08-05 11:47:40,cerrado,1,critica
80478,42251,5,13,Caso 80478 asociado a motivo 13,2025-10-31 05:10:57,2025-11-27 14:15:26,cerrado,0,baja
80479,77662,3,8,Caso 80479 asociado a motivo 8,2025-09-05 14:24:35,2025-09-11 00:24:35,cerrado,1,baja
80480,64026,5,14,Caso 80480 asociado a motivo 14,2026-03-09 03:33:25,2026-03-13 11:33:25,cerrado,1,baja
80481,42526,3,8,Caso 80481 asociado a motivo 8,2025-07-15 17:37:17,2025-07-15 18:37:17,cerrado,1,baja
80482,4870,3,9,Caso 80482 asociado a motivo 9,2026-04-23 12:44:24,2026-04-26 18:44:24,cerrado,1,baja
80483,117411,4,11,Caso 80483 asociado a motivo 11,2026-05-01 18:31:59,2026-05-10 19:31:59,cerrado,0,alta
80484,117434,1,1,Caso 80484 asociado a motivo 1,2025-09-03 09:08:14,,en_proceso,0,alta
80485,64678,1,3,Caso 80485 asociado a motivo 3,2025-07-01 16:12:16,2025-07-02 01:12:16,cerrado,1,baja
80486,8096,3,7,Caso 80486 asociado a motivo 7,2025-11-28 18:31:34,2025-12-08 23:31:34,cerrado,1,baja
80487,56590,2,6,Caso 80487 asociado a motivo 6,2026-02-13 20:59:39,2026-02-24 01:33:12,cerrado,0,baja
80488,93591,2,4,Caso 80488 asociado a motivo 4,2025-11-01 14:37:56,,en_proceso,0,media
80489,30451,5,13,Caso 80489 asociado a motivo 13,2026-01-28 23:47:27,2026-02-03 09:47:27,cerrado,1,media
80490,67165,3,9,Caso 80490 asociado a motivo 9,2025-08-11 11:58:33,2025-08-28 15:58:33,cerrado,1,baja
80491,80573,3,8,Caso 80491 asociado a motivo 8,2025-11-13 10:24:32,2025-12-17 13:12:55,cerrado,0,alta
80492,33208,1,2,Caso 80492 asociado a motivo 2,2026-02-06 09:13:22,2026-02-14 09:13:22,cerrado,1,baja
80493,91831,2,6,Caso 80493 asociado a motivo 6,2025-09-24 12:31:01,2025-10-03 14:31:01,cerrado,1,baja
80494,123153,2,4,Caso 80494 asociado a motivo 4,2026-01-23 16:55:49,2026-02-08 01:55:49,cerrado,1,baja
